TargetWord,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP_LDT_RT,ELP_LDT_Z,ELP_LDT_Acc,TargetFanIn
terrible,8,94.02,3.68,9.42,1,0,18999,2714.14,JJ,625.5,-0.49,0.97,9
test,4,84.08,3.63,11.73,13,1,12449,4149.67,NN|VB,520.63,-0.93,0.94,75
thanks,6,623.31,4.5,12.44,1,0,6477,1295.4,NN|VB,577.06,-0.67,0.97,12
thaw,4,1.59,1.91,6.32,4,4,2694,898,NN|VB,704.09,-0.32,0.94,3
then,4,1489.53,4.88,13.47,7,3,6888,2296,RB|JJ,567.53,-0.65,0.91,4
theory,6,28.61,3.16,10.79,0,,6702,1340.4,NN,602.77,-0.62,0.94,12
there,5,4348.12,5.35,14.09,3,0,13776,3444,minor|RB,556.39,-0.82,1,14
thief,5,24.27,3.09,8.36,1,1,4109,1027.25,NN,586.94,-0.75,1,32
thin,4,20.18,3.01,9.57,6,3,9304,3101.33,JJ|RB|NN|VB,622.44,-0.54,0.97,25
thing,5,1088.67,4.74,12.4,4,1,13223,3305.75,NN,621.77,-0.55,1,27
think,5,2691.39,5.14,13.39,4,0,9590,2397.5,VB|NN,596,-0.76,1,70
thirst,6,3.73,2.28,6.93,0,,8252,1650.4,NN,629.21,-0.5,1,11
thirsty,7,12.29,2.8,6.82,0,,8954,1492.33,JJ,604.69,-0.59,0.97,7
thought,7,808.47,4.62,12.07,0,,5320,886.67,VB|NN,606.5,-0.62,1,46
thousand,8,69.29,3.55,9.7,0,,11641,1663,minor|NN,664.24,-0.38,0.97,5
thread,6,5.16,2.42,10.95,1,0,8981,1796.2,NN|VB,671.48,-0.33,0.97,19
three,5,542.24,4.44,12.01,1,0,6985,1746.25,minor|NN,706.55,-0.51,0.97,10
throw,5,128.82,3.82,10.25,2,0,4402,1100.5,VB|NN,619.97,-0.58,0.97,42
thumb,5,11.82,2.78,8.79,1,0,2673,668.25,NN|VB,779.09,-0.37,1,9
thunder,7,13.31,2.83,8.94,0,,13994,2332.33,NN|VB,684.18,-0.35,1,4
thursday,8,24.16,3.09,9.6,0,,5420,774.29,NN,673.09,-0.32,1,2
ticket,6,45.57,3.37,9.56,4,0,10263,2052.6,NN|VB,629.32,-0.64,1,20
tie,3,44.43,3.36,9.61,12,4,6030,3015,NN|VB|JJ,589.12,-0.72,1,37
tiger,5,18.53,2.98,8.59,4,1,12968,3242,NN,596.24,-0.68,0.97,21
tight,5,50.92,3.41,9.87,7,5,6406,1601.5,JJ|RB,612.37,-0.63,1,33
tighten,7,2.86,2.17,7.41,2,2,14617,2436.17,VB,695.97,-0.32,1,3
tile,4,2.12,2.04,7.19,14,11,9625,3208.33,NN|VB,635.27,-0.57,0.97,9
time,4,1958.63,5,13.58,9,0,7404,2468,NN|VB,530.15,-0.94,1,119
tire,4,12.37,2.8,8.73,11,4,10128,3376,VB|NN,591.34,-0.65,0.94,21
tired,5,112.65,3.76,9.86,8,0,14613,3653.25,VB|JJ,578.73,-0.77,0.97,56
tissue,6,10.73,2.74,9.57,0,,10370,2074,NN,634.47,-0.57,1,11
title,5,18.57,2.98,11.29,1,0,10790,2697.5,NN,630,-0.68,0.94,8
toast,5,33.47,3.23,8.03,3,1,6803,1700.75,NN|VB,600.88,-0.62,1,19
toe,3,12.69,2.81,8.42,17,9,1512,756,NN|VB,606.69,-0.59,0.97,11
toes,4,12.51,2.81,8.42,10,5,6001,2000.33,NN|VB,566.76,-0.71,1,5
together,8,383.39,4.29,11.41,0,,13671,1953,RB|NN,592.85,-0.68,1,80
tomato,6,5.9,2.48,7.67,0,,9810,1962,NN,640.36,-0.45,0.97,16
tongue,6,31.16,3.2,9.61,0,,10671,2134.2,NN,596.82,-0.59,1,12
tonic,5,3.82,2.29,6.24,5,3,9782,2445.5,NN,636.33,-0.51,0.97,3
tool,4,10.75,2.74,10.41,8,2,3590,1196.67,NN,573.24,-0.77,1,34
toothbrush,10,5,2.41,6.33,0,,8562,951.33,NN,622.69,-0.53,1,4
toothpaste,10,3.14,2.21,6.57,0,,15042,1671.33,NN,641.54,-0.41,1,5
top,3,133.43,3.83,11.67,16,1,2117,1058.5,JJ|NN|VB|RB,563.09,-0.75,0.97,65
tornado,7,2.55,2.12,7.42,0,,7659,1276.5,NN,617.42,-0.58,1,10
touch,5,147.73,3.88,10.46,4,0,5002,1250.5,NN|VB,550.29,-0.86,0.97,36
towel,5,14.16,2.86,8.13,5,1,4270,1067.5,NN|VB,546.21,-0.81,1,14
town,4,247.92,4.1,10.52,4,1,2217,739,NN,603.39,-0.7,0.94,14
toy,3,16.84,2.93,10.13,14,5,1505,752.5,NN|VB,617.45,-0.57,0.91,21
trade,5,35.2,3.25,11.24,2,0,8450,2112.5,NN|VB,571.38,-0.76,0.97,9
trailer,7,11.35,2.76,8.37,3,0,16727,2787.83,NN,607.81,-0.61,0.94,5
train,5,95.06,3.69,10.06,6,1,12612,3153,NN|VB,581.26,-0.7,1,36
trait,5,1.08,1.75,7.64,3,2,7894,1973.5,NN,627.79,-0.53,1,6
trash,5,22.47,3.06,9.19,3,1,7545,1886.25,NN|VB,594.21,-0.69,0.97,19
treat,5,51.88,3.42,9.65,2,1,12226,3056.5,VB|NN,698.63,-0.51,0.97,4
tree,4,65,3.52,10.21,4,2,7100,2366.67,NN,586.7,-0.74,0.97,106
trees,5,30.69,3.19,9.6,3,1,11589,2897.25,NN,606.59,-0.64,1,17
trick,5,47.27,3.38,9.66,6,1,7796,1949,NN|VB,619.06,-0.67,1,23
trip,4,82.39,3.62,10.25,6,0,5088,1696,NN|VB,545.91,-0.79,0.97,49
trophy,6,7.55,2.59,7.69,0,,5383,1076.6,NN,663.88,-0.52,0.97,3
trouble,7,223.55,4.06,10.81,0,,10479,1746.5,NN|VB,656.61,-0.52,0.97,44
true,4,253.35,4.11,0,1,1,2755,918.33,JJ,698.3,-0.27,0.97,23
truth,5,192.18,3.99,10.87,0,,4617,1154.25,NN,623.15,-0.55,1,52
try,3,476.75,4.39,12.52,7,0,2322,1161,VB|NN,553.88,-0.81,1,25
tuesday,7,23.65,3.08,9.53,0,,6615,1102.5,NN,618.36,-0.61,1,3
tumble,6,1.55,1.9,6.34,6,3,6395,1279,NN|VB,685.85,-0.37,0.97,4
tupperware,10,,,,,,,,,,,,2
turn,4,306.47,4.19,11.4,5,0,2566,855.33,VB|NN,585.3,-0.67,0.97,33
turtle,6,17.04,2.94,8.41,1,0,6932,1386.4,NN,672,-0.57,0.97,7
twelve,6,18.82,2.98,8.82,0,,4338,867.6,minor|NN,681.84,-0.35,0.97,3
two,3,1066.35,4.74,13.03,2,0,450,225,minor|NN,541.06,-0.78,1,31
ugly,4,42.16,3.33,9.35,0,,2295,765,JJ,574.29,-0.74,1,71
uncle,5,124.06,3.8,9.29,0,,7247,1811.75,NN,621.14,-0.57,0.97,7
unclear,7,1.47,1.88,8.29,1,0,12027,2004.5,JJ,696.06,-0.49,0.94,11
uncommon,8,2.16,2.05,9.87,0,,12894,1842,JJ,759.35,-0.18,1,4
under,5,261.92,4.13,12.43,1,0,12379,3094.75,minor|RB|JJ,576.29,-0.77,1,19
understand,10,482.45,4.39,11.59,0,,24535,2726.11,VB,743.09,-0.22,0.94,40
unemployment,12,3.14,2.21,8.53,0,,17120,1556.36,NN,903.9,0.34,0.97,3
unfair,6,9.84,2.7,8.76,0,,4346,869.2,JJ|NN,637.29,-0.59,1,8
unknown,7,15.18,2.89,10.01,0,,3895,649.17,JJ|NN,620.38,-0.62,1,20
unusual,7,23.73,3.08,9.45,0,,7954,1325.67,JJ,630.94,-0.45,0.97,18
up,2,3670,5.27,13.74,1,0,403,403,minor|VB|JJ|RB,617.83,-0.76,0.91,122
upstairs,8,70.73,3.56,7.88,0,,9348,1335.43,NN,587.15,-0.64,1,4
usa,3,,,,,,,,,,,,22
vacation,8,32.8,3.22,9.16,1,0,19816,2830.86,NN|VB,697.18,-0.36,1,38
valuable,8,15.59,2.9,9.65,0,,10161,1451.57,JJ,675.91,-0.38,1,7
value,5,21.51,3.04,11.33,2,0,4525,1131.25,NN|VB,606.26,-0.66,1,16
values,6,8.47,2.64,10.43,2,0,9014,1802.8,NN|VB,618.79,-0.66,1,6
vanish,6,3.2,2.21,7.24,2,1,9532,1906.4,VB,672.52,-0.44,0.97,7
vault,5,12.04,2.79,9.15,1,1,2351,587.75,NN|VB,641.58,-0.41,0.94,4
vegetable,9,5.71,2.47,8.1,0,,12389,1548.63,NN,775.47,-0.17,0.97,20
vegetables,10,6.63,2.53,8.39,0,,16878,1875.33,NN,728.69,-0.29,0.94,23
vein,4,3.59,2.26,7.68,3,1,9116,3038.67,NN,654.81,-0.48,0.97,4
verb,4,1.06,1.74,7.65,3,2,8335,2778.33,NN,631.18,-0.7,0.97,6
view,4,38.53,3.29,11.23,2,0,2339,779.67,NN|VB,522.78,-0.86,0.94,19
vine,4,2.1,2.03,7.12,12,9,9947,3315.67,NN,687.81,-0.51,0.91,4
violin,6,4.75,2.39,7.86,0,,14226,2845.2,NN,706.9,-0.45,0.97,11
virgin,6,18.84,2.98,8.97,1,0,9365,1873,JJ|NN,726.33,-0.38,0.97,7
virtue,6,5.16,2.42,8.42,0,,3731,746.2,NN,644.97,-0.56,1,6
vision,6,23.88,3.09,9.92,0,,12348,2469.6,NN,598.74,-0.54,1,26
volcano,7,3.33,2.23,8.02,0,,7730,1288.33,NN,617.38,-0.49,0.94,10
vomit,5,5.33,2.44,7.18,0,,5032,1258,VB|NN,661.69,-0.44,0.94,10
wagon,5,17.76,2.96,8.21,0,,6415,1603.75,NN,599.55,-0.56,0.97,14
wait,4,830.25,4.63,11.03,10,1,3760,1253.33,VB|NN,573.63,-0.74,0.94,15
waiter,6,13.2,2.83,7.11,4,4,14317,2863.4,NN,679.64,-0.52,1,10
walk,4,215.86,4.04,10.41,5,2,3834,1278,NN|VB,580.58,-0.73,0.97,59
walkway,7,,,,,,,,,,,,5
wall,4,70.69,3.56,11.43,13,3,5345,1781.67,NN|VB,613.45,-0.55,1,45
wander,6,5.86,2.48,7.83,7,1,14672,2934.4,VB,707.59,-0.38,0.88,6
want,4,2759.18,5.15,13.14,12,0,7165,2388.33,VB|NN,596.21,-0.57,1,33
war,3,174.75,3.95,11.6,14,3,3629,1814.5,NN|VB,580.72,-0.62,0.97,72
warm,4,52.14,3.42,9.95,10,3,4212,1404,JJ|VB,591.53,-0.75,0.97,55
wash,4,40.73,3.32,9.06,11,2,3411,1137,NN|VB,662.65,-0.61,0.94,39
washer,6,2.04,2.02,6.92,3,1,11322,2264.4,NN,628.68,-0.58,0.97,11
washington,10,42,3.33,10.98,0,,21311,2367.89,NN,663.58,-0.37,0.97,5
watch,5,330.02,4.23,10.95,7,0,6601,1650.25,VB|NN,548.06,-0.83,1,45
water,5,225.06,4.06,11.57,6,1,15402,3850.5,NN|VB,564.88,-0.84,1,276
way,3,1424.73,4.86,13.1,18,2,1087,543.5,NN,581.32,-0.84,1,37
weak,4,31.51,3.21,9.75,6,2,2630,876.67,JJ|NN,603.1,-0.63,0.94,38
wear,4,109.33,3.75,10.35,14,4,5264,1754.67,VB|NN,614.15,-0.65,1,24
weather,7,34.24,3.24,9.97,3,0,15714,2619,NN|VB,602.94,-0.65,1,29
weave,5,2.06,2.03,7.03,3,2,4583,1145.75,VB|NN,599.57,-0.64,0.91,4
web,3,9.22,2.67,11.85,5,1,723,361.5,NN,618.74,-0.54,1,2
wedding,7,101.43,3.71,9.44,3,0,17866,2977.67,NN|VB,605.39,-0.7,1,25
wednesday,9,18.27,2.97,9.51,0,,12781,1597.63,NN,792.21,-0.05,0.97,4
weekend,7,61.14,3.49,10.09,0,,7894,1315.67,NN,650.85,-0.59,1,4
weight,6,36.27,3.27,10.43,3,0,2423,484.6,NN|VB,544.06,-0.79,1,44
weird,5,101.1,3.71,9.69,1,0,2231,557.75,JJ|NN,674.76,-0.4,0.97,32
welcome,7,179.22,3.96,10.92,0,,7730,1288.33,JJ|VB|NN,597.41,-0.65,1,7
west,4,60.55,3.49,11.05,12,4,8538,2846,NN|JJ|RB,582.74,-0.65,0.97,12
wet,3,39.22,3.3,9.71,14,8,1838,919,JJ|NN|VB,530.03,-0.79,0.97,63
whale,5,11.25,2.76,7.73,3,2,7857,1964.25,NN,649.91,-0.54,1,9
what,4,9842.45,5.7,14.1,4,1,5558,1852.67,minor,611.74,-0.61,0.97,21
wheat,5,5.75,2.47,8.32,1,1,7977,1994.25,NN,627.88,-0.57,0.97,22
wheelchair,10,6.2,2.5,7.08,0,,9056,1006.22,NN,747.5,-0.11,1,3
when,4,2034.1,5.02,13.76,4,0,5797,1932.33,minor,610.48,-0.51,0.88,9
where,5,1830.22,4.97,13.03,2,1,12685,3171.25,minor,635.06,-0.64,0.97,7
whine,5,1.63,1.92,8.23,5,2,10488,2622,NN|VB,684.48,-0.33,0.91,3
white,5,171.45,3.94,11.92,3,1,7890,1972.5,JJ|NN,553.97,-0.88,0.97,134
who,3,2222.94,5.05,13.74,2,0,1426,713,minor,643.61,-0.6,0.97,8
whole,5,385.49,4.29,11.7,4,1,6140,1535,JJ|NN,612.87,-0.68,0.97,14
why,3,2248.76,5.06,12.8,5,2,481,240.5,minor,561.65,-0.82,0.91,14
wide,4,23.8,3.08,11.06,13,1,3915,1305,JJ|RB|NN,561.12,-0.83,0.97,8
wife,4,348.92,4.25,10.56,9,2,1542,514,NN,584.8,-0.76,1,15
wild,4,57.31,3.47,10.08,8,1,2229,743,JJ|RB,576,-0.65,1,35
willing,7,49.25,3.4,10.93,6,0,17079,2846.5,JJ|VB,625.26,-0.57,1,7
wimp,4,,,,,,,,,,,,8
win,3,134.65,3.84,11.08,12,0,7363,3681.5,VB|NN,584.53,-0.7,1,59
wind,4,59.37,3.48,10.07,12,4,9125,3041.67,NN|VB,559.16,-0.72,1,36
window,6,86,3.64,10.91,0,,10399,2079.8,NN,640.63,-0.56,0.94,33
wine,4,60.35,3.49,9.48,19,10,9638,3212.67,NN,568.21,-0.74,1,34
winner,6,31.22,3.2,9.38,5,2,16166,3233.2,NN,587.55,-0.68,0.97,19
winter,6,26.22,3.13,10.08,4,0,20938,4187.6,NN|VB,552.24,-0.81,1,19
wire,4,27.51,3.15,9.72,16,4,5819,1939.67,NN|VB,600.67,-0.57,1,17
wolf,4,20.27,3.01,9.98,2,0,1737,579,NN|VB,581.5,-0.66,0.94,9
woman,5,434.63,4.35,11.1,2,1,6718,1679.5,NN,545.7,-0.73,1,71
women,5,195.65,4,11.62,2,0,7112,1778,NN,653.88,-0.61,1,14
wonder,6,116.98,3.78,10.86,5,0,15469,3093.8,NN|VB,590.88,-0.68,0.97,18
wood,4,27,3.14,10.09,7,3,1799,599.67,NN,595.42,-0.61,0.94,83
wool,4,3.16,2.21,7.63,6,5,2562,854,NN,657.94,-0.49,0.97,15
words,5,122.02,3.79,11.51,8,1,4135,1033.75,NN,598.45,-0.72,1,50
work,4,798.02,4.61,13.02,9,0,3362,1120.67,NN|VB,635.47,-0.61,1,196
worker,6,10.94,2.75,8.86,3,1,10422,2084.4,NN,588.14,-0.71,1,28
workout,7,2.76,2.15,7.86,1,0,6018,1003,NN,583.6,-0.68,1,9
world,5,455.22,4.37,12.6,1,1,3704,926,NN,570.82,-0.77,1,37
worm,4,10.12,2.71,8.32,9,7,3675,1225,NN|VB,638.64,-0.57,0.97,17
worry,5,287.02,4.17,10.21,3,1,4304,1076,VB|NN,569.7,-0.69,0.94,21
worst,5,56.35,3.46,10.08,1,1,8126,2031.5,JJ|RB|NN|VB,701.67,-0.41,0.97,4
wound,5,26.53,3.13,8.72,8,6,5631,1407.75,VB,575.94,-0.71,1,18
write,5,126.8,3.81,11.8,4,2,9565,2391.25,VB,608,-0.68,1,54
writer,6,23.53,3.08,10.04,2,1,15727,3145.4,NN,661.59,-0.41,1,14
writing,7,55.92,3.46,11.2,2,0,20761,3460.17,VB|NN,695.12,-0.34,0.97,14
wrong,5,523.1,4.43,11.84,2,0,10787,2696.75,JJ|NN|RB|VB,637.86,-0.65,0.94,87
yard,4,25.06,3.11,8.91,6,3,3707,1235.67,NN,623.47,-0.58,1,35
year,4,277.92,4.15,12.42,12,0,4962,1654,NN,592.17,-0.76,0.91,11
yell,4,18.41,2.97,8.11,9,8,3533,1177.67,NN|VB,672.62,-0.49,0.91,30
yellow,6,33.8,3.24,9.87,3,1,5688,1137.6,JJ|NN|VB,618.91,-0.66,0.94,51
yes,3,1996.76,5.01,12.19,3,0,4671,2335.5,minor|NN,596.82,-0.68,1,23
you,3,41857.12,6.33,15.43,2,0,1765,882.5,minor,615.21,-0.6,1,15
young,5,243.18,4.09,11.11,0,,7538,1884.5,JJ|NN,700.34,-0.4,0.91,39
yours,5,204.73,4.02,10.39,5,1,4586,1146.5,minor,719.25,-0.42,0.97,5
zero,4,21.45,3.04,9.97,2,0,8809,2936.33,minor|NN|VB,561.76,-0.76,0.97,9
zit,3,,,,,,,,,,,,6
zone,4,20.12,3.01,9.76,8,3,6920,2306.67,NN,577.73,-0.77,1,5
zoo,3,13.65,2.84,8.37,7,1,965,482.5,NN,572.56,-0.79,0.97,13
