"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"image.mirror","mirror","image",5,22.63,3.06,11.06,0,NA,4576,1144,"NN|VB",623.2,-0.47,0.96,"bpa","",0.142,0.224,16,0.64,544.8,0.0945618196090789,1,536.266666666667,0.114217874370643,1,80.5333333333334,0.464062474974339,0,22.6450980392157,0.110508696175842,-0.0294117647058824,6,24.18,3.09,10.21,0,NA,7656,1531.2,"NN|VB",560.15,-0.66,1,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mirror","image",0.607674,"image","mirror",0.142,"0.224","1.35E-2","6.8999999999999999E-3",16,119,"2.95","N","8","27","5.91","N","image","mirror",0.142,0.224,0.0135,"2.95","5.91",119,27,11.334013,0.588207
"imagine.create","create","imagine",7,81.04,3.62,10.45,1,0,13113,2185.5,"VB",606.8,-0.54,0.93,"unclassified","",0.027,0,11,0.32,580.75,0.035149959305684,1,495.818181818182,-0.0688428319004471,1,-23.5394736842105,0.121147581278538,-0.0526315789473685,66.959595959596,0.126525105529217,0,6,25.27,3.11,11.2,1,0,15729,3145.8,"VB|NN",641.09,-0.57,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"create","imagine",0.7217,"imagine","create",0.027,"0","0","0",11,61,"2.4300000000000002","V","13","54","NULL","V","imagine","create",0.027,0,0,"2.43","NULL",61,54,3.422173,0.290953
"immediate.later","later","immediate",9,11.2,2.76,10.36,0,NA,19082,2385.25,"JJ",664.35,-0.31,1,"antonym","",0.013,NA,11,0.33,546.076923076923,0.0332024968002001,1,637.352941176471,0.166518283814658,1,-16.0213675213676,0.339566127807002,0,-90.5672268907563,-0.0486072646761295,-0.142857142857143,5,291.94,4.17,11.59,7,0,16757,4189.25,"RB|JJ",630.44,-0.6,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"later","immediate",0.83347,"immediate","later",0.013,"NULL","NULL","NULL",11,81,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"impediment.obstacle","obstacle","impediment",10,0.59,1.49,6.14,0,NA,19265,2140.56,"NN",800.87,0.26,0.92,"synonym","",0.033,0,14,0.09,577.53125,0.566713131195774,0.96875,563.703703703704,-0.0375409192865455,1,52.5377155172414,-0.289658532450227,0.03125,-22.3599537037037,0.0889838850718255,-0.03125,8,2.59,2.12,7.46,0,NA,11484,1640.57,"NN",763.71,-0.2,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"obstacle","impediment",0.546169,"impediment","obstacle",0.033,"0","0","3.2000000000000002E-3",14,1,"NULL","N","20","10","NULL","N","impediment","obstacle",0.033,0,0,"NULL","NULL",1,10,1.047319,0.050975
"important.major","major","important",9,207.59,4.02,11.57,0,NA,14989,1873.63,"JJ|NN",673.56,-0.39,0.96,"synonym","",0.028,0.071,25,0.5,549.342857142857,-0.0945444149684902,1,522.055555555556,-0.0100462523129606,0.972222222222222,34.4263736263736,0.410346221831329,0,1.46168582375481,0.226189119989815,0.0277777777777778,5,104.76,3.73,11.52,2,0,4596,1149,"JJ|NN",566.1,-0.72,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"major","important",0.721274,"important","major",0.028,"7.0999999999999994E-2","0","6.9999999999999999E-4",25,369,"2.38","AJ","10","247","3.27","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"impossible.cant","cant","impossible",10,59.12,3.48,10.21,1,0,11958,1328.67,"JJ",619.56,-0.43,1,"synonym","",0.046,NA,16,0.36,496.583333333333,-0.217156492196394,0.972222222222222,508.130434782609,-0.193473777866027,1,12.1908602150538,-0.193420315247588,0.0277777777777778,75.4695652173913,0.276237421667857,0,4,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,8,"cant","impossible",0.700705322966334,0.500076719515398,0,"NULL","NULL","NULL","NULL","NULL","cant","impossible",0.718611,"impossible","cant",0.046,"NULL","NULL","NULL",16,84,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"impression.art","art","impression",10,18.55,2.98,9.66,0,NA,22537,2504.11,"NN",689.43,-0.13,1,"unclassified","",0.02,0,25,0.21,507.230769230769,-0.32858426643302,1,466.964285714286,-0.484750446412686,1,10.4765478424015,0.0196589675435943,-0.024390243902439,40.702380952381,0.0153945442038307,0,3,70.8,3.56,11.04,8,2,3968,1984,"NN",521.74,-0.84,0.91,52,NA,NA,0,0,0,NA,NA,NA,NA,NA,"art","impression",0.877639,"impression","art",0.02,"0","8.9999999999999998E-4","0",25,45,"2.25","N","17","208","4.3600000000000003","N","impression","art",0.02,0,0.0009,"2.25","4.36",45,208,6.033401,0.154716
"incline.hill","hill","incline",7,0.37,1.3,6.5,0,NA,20805,3467.5,"NN",725.12,-0.12,1,"unclassified","",0.135,0.013,17,0.22,585.05,0.0698503530712227,1,522.916666666667,0.0209549736677011,1,-59.75,-0.253140822879466,-0.025,-11.6463963963964,-0.27851374880091,0,4,37.55,3.28,10.35,14,5,4135,1378.33,"NN",573.85,-0.79,0.97,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hill","incline",0.661121,"incline","hill",0.135,"1.2999999999999999E-2","8.5500000000000007E-2","8.0999999999999996E-3",17,4,"NULL","V","14","72","6.02","N","incline","hill",0.135,0.013,0.0855,"NULL","6.02",4,72,5.222341,0.143641
"income.important","important","income",6,7.41,2.58,10.49,0,NA,13739,2747.8,"NN",598.29,-0.48,1,"unclassified","",0.013,0,9,0.1,597.264705882353,0.520414667489134,1,655.75,0.837713974754497,1,17.5247678018576,0.165788270104573,0,-48.25,-0.277833685608809,-0.0555555555555556,9,207.59,4.02,11.57,0,NA,14989,1873.63,"JJ|NN",710.45,-0.28,0.97,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"important","income",0.987044,"income","important",0.013,"0","0","0",9,109,"4.22","N","25","369","2.38","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"increase.enlarge","enlarge","increase",8,8.55,2.64,10.68,0,NA,18944,2706.29,"NN",681.73,-0.19,1,"synonym","",0.02,NA,11,0.22,557.4,0.441359946404245,1,578.625,0.240727801574098,1,-31.9,-0.219497235193694,0,-68.0096153846154,-0.23670085151621,0,7,0.88,1.66,6.66,0,NA,10441,1740.17,"VB",644.69,-0.5,0.97,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"enlarge","increase",0.833899,"increase","enlarge",0.02,"NULL","NULL","NULL",11,195,"NULL","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"indian.chief","chief","indian",6,3.43,2.25,10.02,0,NA,15152,3030.4,"NN|JJ",681.81,-0.48,1,"fpa","",0.09,0.382,17,0.35,563.058823529412,-0.00229185439449817,0.970588235294118,483.826086956522,-0.361873543479125,0.956521739130435,-56.0217864923747,-0.373652122932036,-0.00762527233115473,21.3503836317136,0.152947333140467,-0.0741687979539642,5,77.9,3.6,9.85,1,0,4303,1075.75,"JJ|NN",540.97,-0.77,0.97,14,"chief","indian",0.289753941357487,0.187401182893378,0.24793509385418,"0.545107077","9.977351","0.302929","0.382","0.09","chief","indian",0.771607,"indian","chief",0.09,"0.38200000000000001","0","0",17,52,"6.18","N","10","119","4.82","N","indian","chief",0.09,0.382,0,"6.18","4.82",52,119,9.977351,0.302929
"industry.steel","steel","industry",8,11.69,2.78,10.95,0,NA,16386,2340.86,"NN",689.04,-0.23,1,"bpa","",0.033,0,15,0.51,487.555555555556,-0.149048473171843,1,524.888888888889,-0.284878477830416,1,-18.8781362007168,-0.35608092466662,-0.032258064516129,-59.4126984126984,-0.185502712191839,0,5,18.45,2.97,9.82,4,0,10564,2641,"NN|VB",564.66,-0.84,0.97,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"steel","industry",0.786296,"industry","steel",0.033,"0","0","1.6999999999999999E-3",15,171,"5.76","N","17","45","5.82","N","industry","steel",0.033,0,0,"5.76","5.82",171,45,17.679089,0.452639
"inferno.volcano","volcano","inferno",7,0.92,1.68,7.88,0,NA,15251,2541.83,"NN",667.23,-0.08,1,"unclassified ","",0.021,0,10,0.02,550.911764705882,0.0141275367335203,1,574.925925925926,-0.000521663064336114,1,NA,NA,NA,NA,NA,NA,7,3.33,2.23,8.02,0,NA,7730,1288.33,"NN",617.38,-0.49,0.94,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"volcano","inferno",0.715028,"inferno","volcano",0.021,"0","0","2.1000000000000001E-2",10,2,"4.78","N","10","2","6.83","N","inferno","volcano",0.021,0,0,"4.78","6.83",2,2,15.714869,0.035088
"inflation.balloon","balloon","inflation",9,1.04,1.73,8.86,0,NA,25810,3226.25,"NN",768.07,0.04,1,"unclassified","",0.02,0,19,0.01,656.709677419355,0.485269614354539,1,506.227272727273,-0.00733672517772311,1,-156.376344086022,-0.64896706315932,-0.0370370370370371,32.8203463203463,0.112917613670514,0,7,8.67,2.65,8.44,0,NA,12459,2076.5,"NN|VB",745.48,-0.43,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"balloon","inflation",0.795714,"inflation","balloon",0.02,"0","2.0000000000000001E-4","3.0999999999999999E-3",19,5,"NULL","N","21","10","6.1","N","inflation","balloon",0.02,0,0.0002,"NULL","6.1",5,10,24.290711,0.027709
"influence.persuade","persuade","influence",9,14.78,2.88,9.89,0,NA,15549,1943.63,"NN|VB",661.21,-0.35,1,"synonym","",0.079,0.034,19,0.28,584.823529411765,0.444691784449563,1,558.461538461538,0.464658969248419,1,-10.8235294117648,0.0080105705538272,-0.0714285714285714,79.3884615384616,0.239949808623749,0,8,6.39,2.51,7.81,0,NA,14243,2034.71,"VB",658.44,-0.39,0.97,8,"influence","persuade",0.176469717870292,0.140869839284463,0.123717914832534,"NULL","2.289629","0.254298","0.079","0.034","persuade","influence",0.71709,"influence","persuade",0.079,"3.4000000000000002E-2","2.0000000000000001E-4","4.0000000000000002E-4",19,132,"NULL","N","17","17","2.57","V","influence","persuade",0.079,0.034,0.0002,"NULL","2.57",132,17,2.289629,0.254298
"inlet.island","island","inlet",5,0.45,1.38,6.65,2,1,11804,2951,"NN",640.46,-0.32,0.96,"unclassified","",0.074,0,13,0.16,571.121951219512,0.359554439655078,1,517.761904761905,-0.0157465806059717,0.952380952380952,-36.4790940766551,-0.243842433853182,0,8.89326765188832,0.158334753201132,0.0476190476190477,6,39.57,3.31,10.71,1,0,10468,2093.6,"NN",608.52,-0.64,0.94,30,"inlet","island",0.438486216737258,0.504751048694345,0,"NULL","17.597888","0.135116","0.074","0","island","inlet",0.761325,"inlet","island",0.074,"0","0","0.03",13,4,"NULL","N","19","167","6.4","N","inlet","island",0.074,0,0,"NULL","6.4",4,167,17.597888,0.135116
"inmate.prison","prison","inmate",6,2.69,2.14,7.02,1,1,17253,3450.6,"NN",890.35,0.54,0.92,"script","",0.11,0.014,9,0.34,564.833333333333,0.485541014410275,1,585.294117647059,0.187218709547387,1,57.452380952381,-0.28563328649789,0,1.28163992869884,0.0604512798907067,0,6,66.04,3.53,9.49,1,0,12365,2473,"NN",609.03,-0.62,0.97,24,"inmate","prison",0.412810577142856,0.199528093857227,0,"NULL","17.549094","0.31965","0.11","0.014","prison","inmate",0.367968,"inmate","prison",0.11,"1.4E-2","0.08","0.1149",9,1,"NULL","N","17","42","6.62","N","inmate","prison",0.11,0.014,0.08,"NULL","6.62",1,42,17.549094,0.31965
"innocent.virgin","virgin","innocent",8,54.51,3.44,9.41,0,NA,17190,2455.71,"JJ|NN",644.81,-0.47,1,"unclassified","",0.029,0.046,16,0.09,575.952380952381,0.140716494809984,1,541.722222222222,0.364580665571362,1,-45.2155388471178,-0.167478872585754,0,13.4444444444445,0.127698004894714,0,6,18.84,2.98,8.97,1,0,9365,1873,"JJ|NN",726.33,-0.38,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"virgin","innocent",0.688341,"innocent","virgin",0.029,"4.5999999999999999E-2","4.0000000000000001E-3","9.4999999999999998E-3",16,1,"NULL","AJ","22","35","NULL","N","innocent","virgin",0.029,0.046,0.004,"NULL","NULL",1,35,2.302588,0.084782
"insane.mad","mad","insane",6,38.69,3.3,8.79,0,NA,15260,3052,"JJ|NN",651.08,-0.49,1,"synonym","",0.026,0,11,0.15,528.5,0.00528744685280987,1,574.714285714286,0.261166283566784,1,-22.8333333333333,-0.0888365966048514,0,-45.1428571428571,-0.56846722583139,0,3,113.41,3.76,9.79,17,7,2731,1365.5,"JJ|NN",584.94,-0.71,0.97,50,"insane","mad",0.398964165669587,0.305070346465357,0.311567150407427,"0.302347761","NULL","NULL","0.026","0","mad","insane",0.356818,"insane","mad",0.026,"0","3.1899999999999998E-2","2.63E-2",11,13,"NULL","AJ","11","39","3.04","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"insect.ant","ant","insect",6,3.16,2.21,7.84,3,1,13238,2647.6,"NN",648,-0.31,1,"supraordinate","",0.063,0.168,8,0.69,514.607142857143,-0.381677721622618,1,526.032258064516,-0.170467217898914,1,47.2728571428571,0.414556540812089,-0.04,17.2077419354839,0.0169118888420012,0,3,5.35,2.44,7.93,7,6,6501,3250.5,"NN",592.87,-0.61,0.94,11,"insect","ant",0.267776946991612,0.244096087643599,0,"NULL","3.94098","0.607055","0.063","0.168","ant","insect",0.561347,"insect","ant",0.063,"0.16800000000000001","2.98E-2","4.7399999999999998E-2",8,14,"5.78","N","14","6","6","N","insect","ant",0.063,0.168,0.0298,"5.78","6",14,6,3.94098,0.607055
"inside.indoors","indoors","inside",6,211.27,4.03,11.06,1,0,13911,2782.2,"minor|NN|JJ",634,-0.42,1,"synonym","",0.013,0.115,8,0.31,586.230769230769,0.659564541221792,1,562.818181818182,0.0358918328016404,1,-2.92042440318312,-0.665866118343549,-0.0344827586206896,-30.8181818181819,-0.163122398803962,0,7,2.47,2.1,7.38,0,NA,14409,2401.5,"NN",597.88,-0.65,1,2,"indoors","inside",0.224403547230238,0.228721435571702,0.581902835253703,"NULL","NULL","NULL","0.115","0.013","indoors","inside",0.681536,"inside","indoors",0.013,"0.115","0","1.6199999999999999E-2",8,174,"NULL","N","9","5","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"insight.foresight","foresight","insight",7,2.8,2.16,8.95,0,NA,12093,2015.5,"NN",668.44,-0.4,1,"category","",0.036,0.097,21,0.02,562,0.253629548807993,1,614.564102564103,0.253257322670315,1,136.117647058824,0.76753181194673,-0.0588235294117647,-18.3048433048433,0.553674157054126,-0.0370370370370371,9,0.75,1.59,6.49,0,NA,15702,1962.75,"NN",807.76,-0.18,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"foresight","insight",0.872947,"insight","foresight",0.036,"9.7000000000000003E-2","1.1000000000000001E-3","1.15E-2",21,22,"2.08","N","16","5","2.2799999999999998","N","insight","foresight",0.036,0.097,0.0011,"2.08","2.28",22,5,6.358613,0.013982
"instance.example","example","instance",8,16.78,2.93,10.2,1,0,20721,2960.14,"NN",628.92,-0.45,1,"synonym","",0.142,0.021,15,0.7,569,0.599441760564881,1,577.909090909091,0.237254391597232,1,-13.4878048780488,-0.186992683674565,0,-27.8350168350169,0.0244214255099206,0,7,29.94,3.18,11.84,0,NA,6682,1113.67,"NN",640.06,-0.48,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"example","instance",0.463753,"instance","example",0.142,"2.1000000000000001E-2","0","2.0000000000000001E-4",15,82,"2.87","N","22","292","NULL","N","instance","example",0.142,0.021,0,"2.87","NULL",82,292,0,0.611744
"instant.quick","quick","instant",7,10.78,2.74,9.16,0,NA,20709,3451.5,"NN|JJ",673.6,-0.32,1,"synonym","",0.131,0,16,0.54,498.1,-0.195084359107178,1,558.529411764706,0.224931674221577,1,8.97894736842102,-0.137135294607257,0,-47.9117647058823,-0.350220931901423,0,5,108.67,3.74,10.54,3,0,4212,1053,"JJ|NN|RB",547.84,-0.79,0.97,32,"instant","quick",0.464061705776047,0.541095288040687,0,"NULL","17.122408","0.458253","0.131","0","quick","instant",0.633593,"instant","quick",0.131,"0","1.17E-2","2.8199999999999999E-2",16,38,"2.4300000000000002","N","10","68","3.39","AJ","instant","quick",0.131,0,0.0117,"2.43","3.39",38,68,17.122408,0.458253
"instruct.directions","directions","instruct",8,1.67,1.93,7.09,0,NA,16266,2323.71,"VB",740.11,0.09,1,"unclassified","",0.013,0,12,0.03,577.526315789474,0.104294603925917,1,587.964285714286,0.398644757835655,0.964285714285714,-12.5977443609022,0.169045383873327,-0.0357142857142857,-17.0169172932331,-0.350782594790271,-0.0169172932330828,10,9.69,2.69,9.38,0,NA,23416,2601.78,"NN",719.62,-0.34,1,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"directions","instruct",0.967205,"instruct","directions",0.013,"0","0","8.0000000000000004E-4",12,3,"NULL","V","18","30","3.19","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"insult.comment","comment","insult",6,12.53,2.81,8.87,0,NA,11032,2206.4,"NN",634.11,-0.49,1,"supraordinate","",0.036,0,20,0.17,471.4,-0.493985423580025,1,517,-0.0162848622897067,0.941176470588235,63.7578947368421,0.602261117458209,-0.105263157894737,96.15,0.304451949328893,0.00882352941176467,7,12.82,2.82,10.64,1,0,12647,2107.83,"NN|VB",638.41,-0.57,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"comment","insult",0.704989,"insult","comment",0.036,"0","6.1999999999999998E-3","4.3E-3",20,7,"3.71","V","20","42","NULL","N","insult","comment",0.036,0,0.0062,"3.71","NULL",7,42,9.858822,0.122654
"intake.inhale","inhale","intake",6,1.29,1.83,8.23,0,NA,13034,2606.8,"NN",579.67,-0.65,1,"unclassified","",0.034,0.011,20,0,580.970588235294,0.185002699911502,1,552.380952380952,0.134016180338263,1,-38.0205882352941,0.0530866093705179,0,39.1407867494823,0.246440337890982,0,6,2.35,2.08,6.75,0,NA,14634,2926.8,"VB",742.68,-0.36,0.97,4,"inhale","intake",0.22714836114862,0.265996804520436,0,"NULL","NULL","NULL","0.011","0.034","inhale","intake",0.798547,"intake","inhale",0.034,"1.0999999999999999E-2","1.03E-2","1.78E-2",20,7,"2.81","N","8","1","3.53","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"integrate.math","math","integrate",9,0.78,1.61,8.24,0,NA,27191,3398.88,"VB",826.62,0.33,1,"supraordinate","",0.02,0,17,0.17,638.333333333333,0.364406313918758,0.952380952380952,512.3,0.0576900393893332,1,-98.7733333333334,-0.609661473389399,0.0476190476190477,-38.7761904761904,-0.255659309562878,0,4,16.39,2.92,9.82,11,2,7184,2394.67,"NN",687.5,-0.5,0.94,80,NA,NA,0,0,0,NA,NA,NA,NA,NA,"math","integrate",0.904442,"integrate","math",0.02,"0","9.9000000000000008E-3","1.4E-3",17,7,"NULL","V","19","4","3.78","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"intensity.force","force","intensity",9,2.49,2.11,8.45,1,0,24572,3071.5,"NN",687.52,-0.09,1,"synonym","",0.027,0,30,0.11,525.28,0.0763750128996374,1,527.611111111111,0.114070576907587,1,14.3721739130435,-0.22667499641106,0,8.60628019323678,-0.179077457924824,0,5,70.67,3.56,11.23,3,0,5408,1352,"NN|VB",632.32,-0.63,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"force","intensity",0.785944,"intensity","force",0.027,"0","5.9999999999999995E-4","3.5000000000000001E-3",30,56,"NULL","N","17","230","2.92","N","intensity","force",0.027,0,0.0006,"NULL","2.92",56,230,0.614286,0.094763
"interesting.neat","neat","interesting",11,86.69,3.65,11.34,0,NA,48672,4867.2,"JJ|VB",625.18,-0.4,1,"unclassified","",0.034,0,20,0.34,592.5,0.157543151828772,1,494.68,0.184702326471998,1,-51.6764705882352,-0.115791023886407,0,47.1131034482758,-0.0424421200001189,-0.0344827586206896,4,12.45,2.8,9.38,12,6,8271,2757,"JJ|NN",651.19,-0.53,0.94,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"neat","interesting",0.653708,"interesting","neat",0.034,"0","0","0",20,82,"NULL","AJ","12","21","3.1","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"interior.inferior","inferior","interior",8,5.24,2.43,8.88,2,0,28621,4088.71,"JJ|NN",714.08,-0.12,0.96,"unclassifed","",0.013,0,11,0.14,660.642857142857,0.875677911079091,1,589.125,0.839888321715264,1,-80.9761904761905,-0.36896953650879,0,22.21875,-0.458029121606646,-0.03125,8,3.06,2.2,8.61,1,1,22115,3159.29,"JJ",716,-0.21,0.97,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"inferior","interior",0.912547,"interior","inferior",0.013,"0","0","5.4999999999999997E-3",11,74,"NULL","AJ","16","7","3.07","AJ","interior","inferior",0.013,0,0,"NULL","3.07",74,7,20.018818,0.126075
"interview.nervous","nervous","interview",9,29.51,3.18,9.93,0,NA,23031,2878.88,"NN|VB",559.07,-0.67,1,"perceptual property","",0.047,0,15,0.04,579.307692307692,0.188612944435664,1,522.148148148148,0.0372888754044187,1,24.1659919028341,0.375987217418459,0,26.7992202729044,-0.0881651673044517,0,7,67.16,3.53,8.81,0,NA,12053,2008.83,"JJ|NN",587.52,-0.64,0.97,32,NA,NA,0,0,0,NA,NA,NA,NA,NA,"nervous","interview",0.75908,"interview","nervous",0.047,"0","2.0000000000000001E-4","2.5000000000000001E-3",15,34,"4.34","N","19","24","3.3","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"intoxicate.poison","poison","intoxicate",10,0.04,0.48,3.04,0,NA,24206,2689.56,"VB",672.93,-0.31,1,"unclassified","",0.02,0,10,NA,602.387096774194,0.237158012482176,0.903225806451613,534.7,0.0696247637456055,1,-82.3870967741935,-0.323439028237976,0.0967741935483871,-20.9000000000001,0.321530243749159,-0.05,6,24.55,3.1,8.54,1,1,9572,1914.4,"NN|VB",556.06,-0.71,1,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"poison","intoxicate",0.56494,"intoxicate","poison",0.02,"0","0","0",10,1,"NULL","V","18","10","5.65","N","intoxicate","poison",0.02,0,0,"NULL","5.65",1,10,2.197223,NA
"invalid.wheelchair","wheelchair","invalid",7,1.73,1.95,8.78,0,NA,14266,2377.67,"NN",675.05,-0.17,0.96,"unclassified ","",0.047,NA,19,-0.06,592.129032258065,0.777938632848741,1,567.714285714286,0.288618589346942,1,24.5025466893039,-0.547692790426143,0,29.0857142857143,0.254336194455234,-0.025,10,6.2,2.5,7.08,0,NA,9056,1006.22,"NN",747.5,-0.11,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"wheelchair","invalid",0.81565,"invalid","wheelchair",0.047,"NULL","NULL","NULL",19,7,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"irregular.abnormal","abnormal","irregular",9,2.53,2.11,7.66,0,NA,12774,1596.75,"JJ",655.77,-0.34,1,"synonym","",0.046,0,15,0.07,576.909090909091,0.435367805253384,1,542.466666666667,0.178081659952428,0.933333333333333,-33.6398601398602,-0.429933412036576,0,12.2520833333333,0.00765399899436997,0.0666666666666667,8,2.9,2.17,7.698,0,NA,9895,1413.571,"JJ",684.909,-0.185,1,10,"abnormal","irregular",0.684377116738069,0.662457816175684,0,"0.778822265","NULL","NULL","NULL","NULL","abnormal","irregular",0.587711,"irregular","abnormal",0.046,"0","7.9000000000000008E-3","1.5100000000000001E-2",15,9,"NULL","AJ","13","3","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"irritate.angry","angry","irritate",8,0.94,1.69,6.46,1,0,16906,2415.14,"VB",738.39,0.05,0.82,"unclassifed","",0.027,0,12,0.09,563.117647058824,-0.075384935163031,1,502.657894736842,-0.311085386110979,1,-25.8823529411765,-0.0714377807481899,0,10.9611528822055,-0.0788589179230058,0,5,58.98,3.48,9.51,0,NA,8784,2196,"JJ",559.97,-0.81,0.97,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"angry","irritate",0.736569,"irritate","angry",0.027,"0","3.1399999999999997E-2","3.2500000000000001E-2",12,1,"NULL","V","9","45","3.75","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isolated.room","room","isolated",8,6.08,2.49,8.86,0,NA,19934,2847.71,"VB|JJ",628.21,-0.49,1,"fpa","",0.013,0,8,0.07,546.733333333333,-0.0961108115014732,1,523.366666666667,-0.0113369669563795,1,32.1866666666666,0.301979894140469,0,40.4631205673759,0.137840188284913,-0.0212765957446809,4,439.51,4.35,11.35,8,0,4286,1428.67,"NN|VB",543.32,-0.81,1,79,NA,NA,0,0,0,NA,NA,NA,NA,NA,"room","isolated",0.871209,"isolated","room",0.013,"0","0","0",8,35,"NULL","V","22","383","5.37","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ivory.piano","piano","ivory",5,1.39,1.86,9.29,0,NA,4532,1133,"NN",618.67,-0.49,1,"perceptual property","",0.063,0.012,12,0.11,578.421052631579,0.421737154858781,0.973684210526316,550.5,0.320368883450155,1,-57.421052631579,-0.238471029030637,0.0263157894736842,-0.580000000000041,-0.136143313627788,0,5,24.86,3.1,9.13,0,NA,6223,1555.75,"NN",560.84,-0.75,0.97,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"piano","ivory",0.843837,"ivory","piano",0.063,"1.2E-2","0","1.9E-3",12,17,"5.67","N","14","38","6.26","N","ivory","piano",0.063,0.012,0,"5.67","6.26",17,38,13.080103,0.094866
"ivy.vine","vine","ivy",3,3.37,2.24,7.61,1,1,897,448.5,"NN",597.48,-0.62,1,"supraordinate","",0.041,0.02,10,0.27,603.5,0.580221017759364,0.9375,533.705882352941,-0.0319785798394738,1,-48.1428571428571,-0.136979628027339,-0.0089285714285714,60.2941176470588,0.267850633063928,-0.0285714285714286,4,2.1,2.03,7.12,12,9,9947,3315.67,"NN",687.81,-0.51,0.91,4,"ivy","vine",0.553230268090587,0.561485508338566,0,"NULL","2.898273","0.218276","0.041","0.02","vine","ivy",0.753156,"ivy","vine",0.041,"0.02","0","5.0000000000000001E-3",10,9,"5.54","N","12","4","5.93","N","ivy","vine",0.041,0.02,0,"5.54","5.93",9,4,2.898273,0.218276
