"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"hell.devil","devil","hell",4,470.82,4.38,11.03,16,4,5100,1700,"NN|minor",560.63,-0.72,1,"script","",0.138,0.06,13,0.63,594.142857142857,0.0642442986398099,1,504.413793103448,-0.208346168560053,1,-69.6428571428571,-0.342598611602233,0,-31.1637931034483,-0.146877514847898,0,5,41.33,3.32,9.02,0,NA,5280,1320,"NN",635.24,-0.69,1,15,"devil","hell",0.157079135619297,0.134450732243628,0,"0.251355907","18.982536","0.532943","0.06","0.138","devil","hell",0.530692,"hell","devil",0.138,"0.06","3.2000000000000001E-2","1.26E-2",13,95,"3.62","N","11","25","2.13","N","hell","devil",0.138,0.06,0.032,"3.62","2.13",95,25,18.982536,0.532943
"help.need","need","help",4,921.12,4.67,12.72,7,0,3566,1188.67,"VB|NN",576.07,-0.73,1,"bpa","",0.033,0.02,23,0.54,573.914285714286,0.108946280899604,1,581.695652173913,0.28649726727796,1,36.5619047619048,-0.13591135032508,0,-35.4734299516908,-0.099783649666183,0,4,1294.9,4.82,12.94,7,0,7630,2543.33,"NN|VB",613.64,-0.67,0.97,32,NA,NA,0,0,0,NA,NA,NA,NA,NA,"need","help",0.352239,"help","need",0.033,"0.02","0","0",23,311,"2.82","V","8","360","3.1","V","help","need",0.033,0.02,0,"2.82","3.1",311,360,11.469205,0.432487
"hem.leg","leg","hem",3,0.82,1.63,7.49,9,7,2760,1380,"NN|VB",602.11,-0.56,0.96,"unclassified","",0.012,0,11,0.26,498.321428571429,-0.235499966681453,1,490.074074074074,-0.260843988141598,1,53.7723214285714,0.194117816859792,0,1.22004357298476,-0.200075261455511,0,3,56.51,3.46,9.79,12,4,3850,1925,"NN|VB",554.91,-0.78,0.97,40,NA,NA,0,0,0,NA,NA,NA,NA,NA,"leg","hem",0.803239,"hem","leg",0.012,"0","0","0",11,4,"4.83","N","10","58","6.04","N","hem","leg",0.012,0,0,"4.83","6.04",4,58,12.449114,0.208469
"her.she","she","her",3,2835.82,5.16,13.3,6,0,7911,3955.5,"minor",583.36,-0.6,1,"synonym","",0.149,0.123,8,0.98,500.32,-0.266446286510651,1,469.5,-0.444956816049094,1,34.555,0.113478184731869,0,91.4642857142857,0.222299429918639,0,3,3732.88,5.28,13.1,4,2,3044,1522,"minor",582.03,-0.74,0.97,3,"her","she",0.869916373780085,0.851678189625998,0.367529715764152,"0.79831633","NULL","NULL","0.149","0.123","her","she",0.132889,"her","she",0.149,"0.123","1.0999999999999999E-2","1.32E-2",8,3037,"NULL","N","5","2859","4.0199999999999996","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb.garden","garden","herb",4,4.98,2.41,8.31,5,2,8173,2724.33,"NN",632.48,-0.44,1,"fpa","",0.06,0,17,0.3,502.740740740741,-0.499290555142965,1,484.675675675676,-0.178517486108385,1,53.7354497354497,0.421329432947534,0,10.271692745377,-0.078602771051045,0,6,26.55,3.13,9.33,2,0,10624,2124.8,"NN|VB",579,-0.75,1,28,"garden","herb",0.317445799854052,0.0774926581449012,0,"NULL","NULL","NULL","NULL","NULL","garden","herb",0.609628,"herb","garden",0.06,"0","2E-3","1.11E-2",17,7,"5.54","N","14","60","5.92","N","herb","garden",0.06,0,0.002,"5.54","5.92",7,60,15.546539,0.269211
"herd.buffalo","buffalo","herd",4,7.06,2.56,7.74,9,8,8539,2846.33,"NN|VB",587.12,-0.55,1,"script","",0.069,0,8,0.68,585.833333333333,0.0716583611748144,1,574.261904761905,-0.0318961158880622,1,48.2142857142857,-0.00705537838412913,0,-70.3690476190476,-0.214086979800358,-0.0357142857142857,7,11.9,2.78,9.03,0,NA,6007,1001.17,"NN",643.48,-0.43,0.97,5,"herd","buffalo",0.233853964481852,0,0,"NULL","21.24992","0.636116","0.069","0","buffalo","herd",0.661789,"herd","buffalo",0.069,"0","0","4.3299999999999998E-2",8,22,"5.05","N","21","16","6.53","N","herd","buffalo",0.069,0,0,"5.05","6.53",22,16,21.24992,0.636116
"heroin.drugs","drugs","heroin",6,9.82,2.7,8.19,2,1,17299,3459.8,"NN",680,-0.14,1,"supraordinate","",0.125,0,13,0.93,515.333333333333,-0.00815714739652196,1,474.7,-0.402586213727856,1,10.4166666666666,-0.126427609535127,0,37.8757575757576,0.0991992207055076,-0.0303030303030303,5,48.31,3.39,10.32,2,0,1650,412.5,"NN|VB",598.94,-0.58,1,34,"drugs","heroin",0.324646401692225,0.243500194136079,0.724084678762464,"NULL","NULL","NULL","NULL","NULL","drugs","heroin",0.285555,"heroin","drugs",0.125,"0","1.7000000000000001E-2","3.0000000000000001E-3",13,2,"6.25","N","28","28","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hinge.swing","swing","hinge",5,0.57,1.48,6.86,3,0,13111,3277.75,"NN|VB",587.74,-0.55,1,"unclassified","",0.094,0,6,0.43,506.354838709677,-0.267052908321927,1,523.65,-0.28151450282809,1,-10.176267281106,0.022975729885803,-0.0357142857142857,15.0375,0.281055071523898,0,5,25.98,3.12,8.95,6,0,11478,2869.5,"NN|VB",663.36,-0.47,0.97,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"swing","hinge",0.735574,"hinge","swing",0.094,"0","1E-3","8.8000000000000005E-3",6,1,"5.08","N","22","24","5.08","V","hinge","swing",0.094,0,0.001,"5.08","5.08",1,24,14.400922,0.369116
"history.war","war","history",7,83.92,3.63,11.38,0,NA,12164,2027.33,"NN",554.41,-0.72,1,"unclassified ","",0.035,0,21,0.29,568.76,0.0794898784395252,0.96,559.727272727273,0.0935338906450379,1,-51.4907692307693,-0.0824670819443301,0.04,-27.7272727272727,-0.159867177235884,0,3,174.75,3.95,11.6,14,3,3629,1814.5,"NN|VB",580.72,-0.62,0.97,72,NA,NA,0,0,0,NA,NA,NA,NA,NA,"war","history",0.719016,"history","war",0.035,"0","0","0",21,286,"3.03","N","19","464","4.7300000000000004","N","history","war",0.035,0,0,"3.03","4.73",286,464,15.662198,0.231722
"hitch.trailer","trailer","hitch",5,4.08,2.32,7.37,7,6,5019,1254.75,"NN|VB",563.85,-0.71,1,"bpa","",0.092,0.156,13,0.38,520.516129032258,-0.0772140742337258,1,469.24,-0.345659149101932,0.96,-23.439205955335,-0.154343679743236,0,42.96,0.149898726142775,0.04,7,11.35,2.76,8.37,3,0,16727,2787.83,"NN",607.81,-0.61,0.94,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"trailer","hitch",0.600964,"hitch","trailer",0.092,"0.156","1E-3","2.0999999999999999E-3",13,5,"NULL","V","14","11","5.84","N","hitch","trailer",0.092,0.156,0.001,"NULL","5.84",5,11,16.078204,0.325019
"home.family","family","home",4,774.33,4.6,12.16,9,2,4152,1384,"NN|VB|RB",534.11,-0.9,1,"script","",0.061,0.101,15,0.35,516.6,-0.623878433351682,1,509.130434782609,-0.0883596725690061,1,17.5724137931035,0.674953182837267,0,25.0917874396135,0.0375793852867368,0,6,354.25,4.26,11.39,0,NA,5721,1144.2,"NN",622.03,-0.61,1,56,NA,NA,0,0,0,NA,NA,NA,NA,NA,"family","home",0.503006,"home","family",0.061,"0.10100000000000001","1.0999999999999999E-2","1.49E-2",15,547,"6.25","N","25","331","5.85","N","home","family",0.061,0.101,0.011,"6.25","5.85",547,331,0,0.260082
"honesty.virtue","virtue","honesty",7,7.22,2.57,8.59,0,NA,16831,2805.17,"NN",632.43,-0.48,1,"supraordinate","",0.027,0.021,16,0.41,599.705882352941,0.220117199500872,0.970588235294118,624.903225806452,0.451023919309129,1,102.494117647059,-0.269967730692445,-0.0705882352941176,-113.438940092166,-0.40679666345591,0,6,5.16,2.42,8.42,0,NA,3731,746.2,"NN",644.97,-0.56,1,6,"honesty","virtue",0.304183298309192,0.312534456097963,0.121300618684014,"0.158141465","4.914585","0.323513","0.027","0.021","virtue","honesty",0.634785,"honesty","virtue",0.027,"2.1000000000000001E-2","0","2.5600000000000001E-2",16,10,"2.69","N","22","30","1.46","N","honesty","virtue",0.027,0.021,0,"2.69","1.46",10,30,4.914585,0.323513
"horn.instrument","instrument","horn",4,21.08,3.03,9.12,6,1,4421,1473.67,"NN",621.22,-0.56,1,"supraordinate","",0.027,0,15,0.28,584.833333333333,0.4253467061988,1,521.571428571429,0.371478193820988,1,-55.7666666666667,-0.344923904632614,0,43.8403361344538,-0.2214508579905,0,10,8.1,2.62,9.22,0,NA,23888,2654.22,"NN",758.44,-0.15,0.94,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,"instrument","horn",0.729601,"horn","instrument",0.027,"0","8.9999999999999993E-3","5.5999999999999999E-3",15,31,"5.91","N","14","47","6.25","N","horn","instrument",0.027,0,0.009,"5.91","6.25",31,47,3.019287,0.251689
"hornet.sting","sting","hornet",6,1.33,1.84,8.23,2,0,8050,1610,"NN",643.46,-0.32,1,"fpa","",0.141,0,8,0.44,524.166666666667,-0.357774072279492,1,474.076923076923,-0.282762088419959,1,18.2619047619048,0.184696772914619,-0.142857142857143,56.2373626373626,0.242246948815883,-0.142857142857143,5,7.02,2.56,7.98,6,1,19156,4789,"NN|VB",597.09,-0.54,1,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sting","hornet",0.799386,"hornet","sting",0.141,"0","0.23200000000000001","0.2792",8,0,"6.37","N","9","5","4.5199999999999996","V","hornet","sting",0.141,0,0.232,"6.37","4.52",0,5,25.342761,0.38757
"hostage.prisoner","prisoner","hostage",7,14.57,2.87,7.16,1,1,9476,1579.33,"NN",582.25,-0.58,1,"synonym","",0.092,0.038,24,0.14,547.703703703704,0.132681661899931,1,659.961538461538,0.716490273485748,1,52.8796296296297,0.372397648027973,0,-105.325174825175,-0.419755379363555,0,8,23.14,3.07,8.41,0,NA,20802,2971.71,"NN",675.45,-0.3,1,14,"hostage","prisoner",0.286900290409418,0.258368134366514,0.324988114006646,"NULL","2.545533","0.096395","0.092","0.038","prisoner","hostage",0.56391,"hostage","prisoner",0.092,"3.7999999999999999E-2","0","1.2999999999999999E-3",24,2,"6.05","N","16","7","6.45","N","hostage","prisoner",0.092,0.038,0,"6.05","6.45",2,7,2.545533,0.096395
"hotter.summer","summer","hotter",6,4.67,2.38,7.29,5,1,13328,2665.6,"JJ",605.96,-0.59,1,"perceptual property","",0.027,0,15,0.25,546.2,-0.0976528675742335,1,485.594594594595,-0.494808349870375,1,10.3714285714285,-0.0430595427567532,0,-18.4445945945946,0.0702835172868165,0,6,78.67,3.6,10.45,3,0,9775,1955,"NN|JJ",592.36,-0.66,0.97,20,"hotter","summer",0.307756171084488,0.250667766117977,0.0792878936082974,"NULL","NULL","NULL","0.027","0","summer","hotter",0.666258,"hotter","summer",0.027,"0","4.0000000000000001E-3","1.03E-2",15,7,"4.2300000000000004","AJ","10","134","4.68","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hound.blood","blood","hound",5,5.04,2.41,7.85,7,6,6487,1621.75,"NN|VB",581.56,-0.52,1,"bpa","",0.014,0.011,5,0.04,586.066666666667,0.0607169506254567,1,526.97619047619,-0.163065802406291,1,-44.7484848484849,0.0878285404679718,0,25.3238095238095,0.238123068296033,0,5,186.12,3.98,10.86,4,0,4110,1027.5,"NN",571.97,-0.73,1,73,NA,NA,0,0,0,NA,NA,NA,NA,NA,"blood","hound",0.853206,"hound","blood",0.014,"1.0999999999999999E-2","0","0",5,7,"6.83","N","20","121","6.55","N","hound","blood",0.014,0.011,0,"6.83","6.55",7,121,13.995801,0.025419
"hours.long","long","hours",5,214.88,4.04,11.25,5,0,5692,1423,"NN",582.11,-0.57,1,"bpa","",0.041,0,15,0.39,604.076923076923,0.569681204292932,1,588.941176470588,-0.376583637239963,1,-114.076923076923,-0.939116007416071,0,-87.3549695740365,0.0845666580653315,0,4,675.16,4.54,12.52,7,0,9994,3331.33,"JJ|RB|NN|VB",659.47,-0.48,0.94,93,NA,NA,0,0,0,NA,NA,NA,NA,NA,"long","hours",0.496951,"hours","long",0.041,"0","6.0000000000000001E-3","4.5999999999999999E-3",15,175,"2.93","N","13","755","3.68","AJ","hours","long",0.041,0,0.006,"2.93","3.68",175,755,8.173006,0.32339
"house.brick","brick","house",5,514,4.42,11.55,5,0,6368,1592,"NN",572.96,-0.71,1,"bpa","",0.012,0.404,13,0.28,535.709677419355,0.0305985095916755,1,531.095238095238,-0.0862219101114157,1,-28.7096774193549,0.0858295938576172,-0.0666666666666667,22.2124542124542,0.193797780003117,0,5,10.18,2.72,8.29,6,1,6683,1670.75,"NN",586,-0.72,0.97,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"brick","house",0.659878,"house","brick",0.012,"0.40400000000000003","1E-3","2.9999999999999997E-4",13,591,"6.21","N","14","18","5.97","N","house","brick",0.012,0.404,0.001,"6.21","5.97",591,18,13.591758,0.251945
"how.who","who","how",3,3056.22,5.19,13.52,16,0,1880,940,"minor",547.22,-0.84,0.96,"unclassified","",0.02,0,13,0.48,651.076923076923,0.0721880197145334,0.923076923076923,516.24,-0.141606537807607,1,-171.526923076923,-0.510087476197417,0.0769230769230769,145.474285714286,0.89182284440689,0,3,2222.94,5.05,13.74,2,0,1426,713,"minor",643.61,-0.6,0.97,8,"how","who",0.231392580108599,0,0,"NULL","NULL","NULL","0.02","0","who","how",0.482928,"how","who",0.02,"0","0.01","4.6899999999999997E-2",13,834,"1.57","AD","11","2252","2.2799999999999998","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hug.arms","arms","hug",3,19.33,2.99,8.24,15,4,607,303.5,"NN|VB",537.93,-0.77,1,"functional property","",0.011,0.021,13,0.32,529.354838709677,-0.226599024124171,1,509.366666666667,-0.327788919808364,1,-68.3093841642229,-0.103343572659538,0,16.4733333333334,0.121786018138854,-0.04,4,59.8,3.48,10.4,6,1,3745,1248.33,"NN|VB",589.11,-0.73,1,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hug","arms",0.623235,"hug","arms",0.011,"2.1000000000000001E-2","0","0",13,3,"5.34","V","11","121","NULL","N","hug","arms",0.011,0.021,0,"5.34","NULL",3,121,21.059282,0.302464
"hung.up","up","hung",4,28.16,3.16,9.05,7,3,6065,2021.67,"VB|NN",598.24,-0.55,0.96,"fpa","",0.034,0,19,0.62,517.333333333333,-0.275258037866005,1,459.344827586207,-0.589192748371384,1,-53.3333333333334,-0.26233266065345,0,41.6181353767561,0.230345486480526,0,2,3670,5.27,13.74,1,0,403,403,"minor|VB|JJ|RB",617.83,-0.76,0.91,122,NA,NA,0,0,0,NA,NA,NA,NA,NA,"up","hung",0.657729,"hung","up",0.034,"0","4.0000000000000001E-3","0",19,65,"3.88","V","5","1895","3.8","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hunger.africa","africa","hunger",6,5.88,2.48,8.04,3,1,13438,2687.6,"NN|VB",585.29,-0.61,1,"perceptual property","",0.011,0,15,0.09,577.029411764706,-0.0321334551161172,0.970588235294118,504.939393939394,-0.104749983380175,1,-39.5557275541795,0.0172651088711438,0.0294117647058824,58.7606060606061,0.204542720944416,0,6,18.76,2.98,9.75,0,NA,7579,1515.8,"NN",683.91,-0.31,0.97,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"africa","hunger",0.777273,"hunger","africa",0.011,"0","0","0",15,17,"4.16","N","16","45","5.92","N","hunger","africa",0.011,0,0,"4.16","5.92",17,45,22.247931,0.079702
"hungry.full","full","hungry",6,77.08,3.59,8.75,0,NA,7447,1489.4,"JJ",615.21,-0.46,1,"antonym","",0.089,0.013,12,0.23,562.466666666667,-0.0837784119685125,1,508.871794871795,-0.193925882025671,1,32.6285714285714,0.571642163273444,0,185.461538461539,1.32721985109296,0,4,166.9,3.93,11.96,14,0,3061,1020.33,"JJ|RB",597.63,-0.58,0.94,28,NA,NA,0,0,0,NA,NA,NA,NA,NA,"full","hungry",0.748861,"hungry","full",0.089,"1.2999999999999999E-2","0","6.4999999999999997E-3",12,23,"4.24","AJ","11","230","3.74","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hunt.find","find","hunt",4,25.86,3.12,9.64,8,1,5164,1721.33,"NN|VB",573.38,-0.72,0.93,"unclassified","",0.058,0,17,0.25,578.657894736842,0.078762130682307,1,549.238095238095,-0.134147456637697,1,-22.9436090225564,-0.0495005311831213,0,36.2619047619048,0.382161261627711,-0.0277777777777778,4,830.96,4.63,12.84,13,0,9457,3152.33,"VB|NN",619.56,-0.62,0.94,26,"find","hunt",0.48385031186924,0.447297060903736,0,"NULL","NULL","NULL","NULL","NULL","find","hunt",0.605203,"hunt","find",0.058,"0","2.1000000000000001E-2","8.9999999999999998E-4",17,10,"4.12","V","11","399","5.86","V","hunt","find",0.058,0,0.021,"4.12","5.86",10,399,6.58575,0.209659
"hurry.slow","slow","hurry",5,173.65,3.95,8.54,3,1,2856,714,"NN|VB",573.07,-0.78,0.96,"antonym","",0.052,0,9,0.28,481.685714285714,-0.247519489167185,1,489,-0.265447631480348,1,28.5400921658986,-0.0156647652979866,0,29.3666666666667,0.254742664426118,0,4,76.02,3.59,10.69,13,1,2585,861.67,"JJ|VB|NN",599.76,-0.84,1,49,"hurry","slow",0.549761702546159,0.60274230602311,0.116809120829303,"0.598774939","16.151436","0.219379","0.052","0","slow","hurry",0.570648,"hurry","slow",0.052,"0","0.214","0.1643",9,36,"2.77","V","11","60","2.89","AJ","hurry","slow",0.052,0,0.214,"2.77","2.89",36,60,16.151436,0.219379
"husk.elephant","elephant","husk",4,0.41,1.34,5.59,7,4,1984,661.33,"NN",581.69,-0.64,1,"unclassified","",0.015,0,8,-0.02,535.738095238095,-0.148912378811182,1,564.951219512195,-0.0784710691274351,1,-0.166666666666629,-0.166273035665468,0,-77.7747489239599,-0.0654654789707862,0,8,11.37,2.76,8.86,0,NA,14022,2003.14,"NN",668.52,-0.41,0.94,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"elephant","husk",0.859772,"husk","elephant",0.015,"0","0","7.7999999999999996E-3",8,0,"4.12","N","19","7","7","N","husk","elephant",0.015,0,0,"4.12","7",0,7,19.104386,-0.014036
"husky.boys","boys","husky",5,1.59,1.91,6.57,3,0,2077,519.25,"JJ",566.33,-0.69,1,"unclassifed","",0.014,0,12,0.11,553.075,-0.195556419818004,0.975,497.483870967742,-0.339675714653866,1,-7.00357142857149,0.219023769546497,0.025,-15.233870967742,0.304385663657986,0,4,224.16,4.06,10.08,7,0,1137,379,"NN",688.31,-0.6,0.97,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"boys","husky",0.734236,"husky","boys",0.014,"0","0","0",12,3,"NULL","AJ","9","143","6.93","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hustle.fast","fast","hustle",6,7.88,2.61,6.67,3,0,9159,1831.8,"VB|NN",665.62,-0.46,1,"synonym","",0.111,0,10,0.1,538.842105263158,-0.206901440686807,1,518.655172413793,-0.308959406864867,1,25.1578947368421,0.164634417853416,0,3.40197044334968,0.22111611354855,0,4,137.45,3.85,11.25,11,3,5445,1815,"RB|JJ",522.32,-0.84,0.97,85,"fast","hustle",0.269338952141697,0.134127526827728,0,"NULL","NULL","NULL","NULL","NULL","fast","hustle",0.760086,"hustle","fast",0.111,"0","6.2E-2","4.3E-3",10,2,"3.37","V","7","78","2.93","AJ","hustle","fast",0.111,0,0.062,"3.37","2.93",2,78,14.842961,0.05277
"hygiene.toothbrush","toothbrush","hygiene",7,2.12,2.04,6.85,0,NA,8191,1365.17,"NN",716.04,0.1,0.96,"functional property","",0.02,0.029,16,0.59,576.6,0.433038423785278,1,571.820512820513,0.20194865398212,1,-21.0516129032259,-0.279234208990616,0,1.97948717948714,0.0669830603865655,0,10,5,2.41,6.33,0,NA,8562,951.33,"NN",622.69,-0.53,1,4,"hygiene","toothbrush",0.480838953462215,0.325635212464546,0,"NULL","26.264643","0.523203","0.02","0.029","toothbrush","hygiene",0.74309,"hygiene","toothbrush",0.02,"2.9000000000000001E-2","4.0000000000000001E-3","3.8899999999999997E-2",16,3,"NULL","N","9","6","NULL","N","hygiene","toothbrush",0.02,0.029,0.004,"NULL","NULL",3,6,26.264643,0.523203
"ice.pick","pick","ice",3,79.55,3.61,10.55,4,0,3939,1969.5,"NN|VB",558.11,-0.79,1,"fpa","",0.033,0,18,0.12,552.243243243243,-0.17216932056911,0.972972972972973,502.16,-0.271780611448163,1,40.9710424710424,0.124940557478078,-0.0444015444015444,-51.3491891891892,-0.0874594952971559,0,4,198.39,4.01,10.72,14,0,4055,1351.67,"VB|NN",535.03,-0.87,0.97,32,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pick","ice",0.739435,"ice","pick",0.033,"0","0","2.0000000000000001E-4",18,45,"6.51","N","13","55","4.9800000000000004","V","ice","pick",0.033,0,0,"6.51","4.98",45,55,13.03781,0.089073
"iceberg.lettuce","lettuce","iceberg",7,1.8,1.97,6.95,0,NA,11504,1917.33,"NN",596.96,-0.52,1,"fpa","",0.148,0,16,0.13,578.717948717949,0.0604137947108443,1,540.979166666667,0.249652162376662,1,-27.4679487179487,-0.278253536436934,0,41.8595430107528,-0.0359877651575085,-0.0645161290322581,7,3.39,2.24,6.88,0,NA,8257,1376.17,"NN",631.71,-0.41,1,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"lettuce","iceberg",0.760626,"iceberg","lettuce",0.148,"0","0","0",16,0,"NULL","N","11","0","5.67","N","iceberg","lettuce",0.148,0,0,"NULL","5.67",0,0,24.677953,0.077259
"ideal.real","real","ideal",5,7.33,2.57,9.75,1,1,8341,2085.25,"JJ|NN",570.21,-0.76,1,"unclassified","",0.02,0,17,0.26,573.904761904762,0.295245471382352,0.952380952380952,541.051282051282,-0.157555392991732,1,-13.7835497835498,-0.133191268056948,0.0476190476190477,-15.7571644042233,0.185196741345739,0,4,442.8,4.35,12.19,14,1,9421,3140.33,"JJ",630.88,-0.49,0.97,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"real","ideal",0.816265,"ideal","real",0.02,"0","6.9999999999999999E-4","5.9999999999999995E-4",17,61,"2.54","N","14","260","2.78","AJ","ideal","real",0.02,0,0.0007,"2.54","2.78",61,260,14.665982,0.246187
"identical.exact","exact","identical",9,5.53,2.45,9.44,0,NA,22232,2779,"JJ|NN",649.52,-0.32,1,"synonym","",0.048,0,6,0.38,522.5,0.159700545043407,1,611.428571428571,0.72780605923804,1,73.9444444444445,0.153719365526482,0,-36.6785714285714,-0.469358162596043,0,5,22.63,3.06,10.16,2,0,3269,817.25,"JJ|VB",591.72,-0.67,0.97,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"exact","identical",0.60263,"identical","exact",0.048,"0","1.8700000000000001E-2","1.5699999999999999E-2",6,31,"3.8","AJ","14","27","2.63","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"identification.number","number","identification",14,8.02,2.61,8.7,0,NA,36543,2811,"NN",711.46,-0.05,0.89,"fpa","",0.095,0,14,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,240.94,4.09,12.55,1,0,8351,1670.2,"NN|VB",564.44,-0.72,1,66,NA,NA,0,0,0,NA,NA,NA,NA,NA,"number","identification",0.738015,"identification","number",0.095,"0","6.1000000000000004E-3","8.0000000000000004E-4",14,43,"NULL","N","17","472","3.76","N","identification","number",0.095,0,0.0061,"NULL","3.76",43,472,0.288409,0.220091
"identity.id","id","identity",8,12.98,2.82,9.44,1,1,17952,2564.57,"NN",648.38,-0.4,1,"unclassified","",0.039,NA,17,0.36,680.833333333333,1.3137785429986,0.875,671.658536585366,0.955381292333506,0.634146341463415,-38.808943089431,-1.14932453661478,-0.11890243902439,82.7014634146342,-0.0832256781153849,0.165853658536585,2,3.31,2.23,11.31,6,4,861,861,"NN",788.91,0.09,0.71,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"id","identity",0.521958,"identity","id",0.039,"NULL","NULL","NULL",17,55,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"idiot.dumb","dumb","idiot",5,66.22,3.53,9.39,1,0,6151,1537.75,"JJ|NN",591.38,-0.7,1,"synonym","",0.17,0,10,0.35,502.857142857143,-0.32714903172449,1,465.923076923077,-0.291854407019247,1,18.406015037594,0.141666081826114,0,53.5180995475114,0.159809067131009,0,4,46.96,3.38,9.43,2,0,1419,473,"JJ|NN",610.38,-0.58,1,53,"dumb","idiot",0.275572243042638,0.292928295838556,0.114898564867938,"0.239955026","NULL","NULL","NULL","NULL","dumb","idiot",0.440954,"idiot","dumb",0.17,"0","0.22839999999999999","0.18379999999999999",10,2,"NULL","N","4","13","3.36","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ignore.mean","mean","ignore",6,18.65,2.98,10.23,0,NA,9172,1834.4,"VB",570.63,-0.72,1,"unclassified","",0.028,0,23,0.32,625.285714285714,0.503210003785098,1,521.5,0.0557992157160384,1,-105.174603174603,-0.746005216608604,-0.0555555555555556,-2.23684210526312,-0.0796573907662312,0,4,1243.98,4.8,11.93,9,0,7039,2346.33,"VB|NN",634,-0.63,1,119,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mean","ignore",0.680489,"ignore","mean",0.028,"0","1.8599999999999998E-2","6.9999999999999999E-4",23,19,"3.08","V","18","199","3.09","N","ignore","mean",0.028,0,0.0186,"3.08","3.09",19,199,7.383779,0.242208
"ill.healthy","healthy","ill",3,21.27,3.04,9.31,2,1,3064,1532,"JJ|RB|NN",560.41,-0.64,1,"antonym","",0.014,0.028,6,0.5,511.444444444444,-0.375262413729943,1,516.333333333333,-0.156053295341306,1,36.9457994579946,0.373028292174502,-0.024390243902439,-12.6458333333334,0.046245478421126,0,7,24.75,3.1,9.5,1,0,8571,1428.5,"JJ",592.81,-0.61,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"healthy","ill",0.742091,"ill","healthy",0.014,"2.8000000000000001E-2","1.5E-3","0.19500000000000001",6,39,"3.49","AJ","19","33","3.33","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
