"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"gloves.hands","hands","gloves",6,16.24,2.92,8.29,4,0,8836,1767.2,"NN|VB",622.91,-0.67,0.97,"instrument","",0.347,0,19,0.49,596,-0.547892482570141,1,647.46875,-0.302496506476986,0.96875,19.7575757575758,0.270141590182203,0.0303030303030303,-28.2429435483871,0.0663671329091114,-0.03125,5,236.53,4.08,10.97,5,0,6805,1701.25,"NN|VB",549.24,-0.85,1,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hands","gloves",0.596963,"gloves","hands",0.347,"0","8.9999999999999993E-3","5.3E-3",19,7,"6.14","N","9","289","6.03","N","gloves","hands",0.347,0,0.009,"6.14","6.03",7,289,18.499676,0.357536
"goal.achieve","achieve","goal",4,16.75,2.93,10.17,4,0,3845,1281.67,"NN",544.28,-0.79,0.97,"script","",0.174,0.22,21,0.65,621.818181818182,-0.205432477807136,0.96969696969697,784.6875,0.356544546928324,1,88.6656891495601,0.643929898371989,0.0342130987292278,39.0625,-0.109786251930254,0.0625,7,7.33,2.57,9.65,0,NA,7701,1283.5,"VB",702.82,-0.49,0.97,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"achieve","goal",0.570644,"goal","achieve",0.174,"0.22","1E-3","4.3E-3",21,60,"3.4","N","17","51","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"going.gone","gone","going",5,2123.29,5.03,12.63,1,0,11525,2881.25,"VB|NN",588.77,-0.65,0.94,"fpa","",0.43,0.014,9,0.54,754.5625,-0.005491650628911,0.90625,528.65625,-0.787009435464183,1,-112.788306451613,-0.270290482890607,-0.0292338709677419,132,0.983694969448015,0.03125,4,296.76,4.18,10.86,11,2,7242,2414,"VB",604.32,-0.61,0.97,43,NA,NA,0,0,0,NA,NA,NA,NA,NA,"gone","going",0.416738,"going","gone",0.43,"1.4E-2","4.0000000000000001E-3","1.38E-2",9,399,"2.54","V","20","195","3.02","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gone.left","left","gone",4,296.76,4.18,10.86,11,2,7242,2414,"VB",604.32,-0.61,0.97,"synonym","",0.136,0,20,0.49,631.5625,0.00132323279290272,0.96875,750.545454545455,0.281028941563626,1,26.71875,0.200525476032773,-0.03125,-50.8892045454545,-0.390674597809103,0.0625,4,484.45,4.39,11.79,5,0,4023,1341,"VB|NN|JJ",573.15,-0.79,0.97,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"left","gone",0.416167,"gone","left",0.136,"0","0","0",20,195,"3.02","AJ","1","480","3.37","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goodbye.hello","hello","goodbye",7,116.51,3.77,8.17,0,NA,2128,354.67,"minor",590.82,-0.64,1,"antonym","",0.51,0,10,0.41,592.46875,-0.510142066775178,0.90625,571.193548387097,-0.522562846115885,0.967741935483871,120.757056451613,0.392553635688084,-0.09375,51.0877016129032,0.399825932839985,-0.032258064516129,5,585.43,4.48,10.64,2,0,6569,1642.25,"minor|NN",576.83,-0.73,0.94,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hello","goodbye",0.428441,"goodbye","hello",0.51,"0","0","5.8999999999999999E-3",10,6,"NULL","I","7","10","NULL","I","goodbye","hello",0.51,0,0,"NULL","NULL",6,10,7.377025,0.327738
"goose.gander","gander","goose",5,13.04,2.82,7.49,3,2,4163,1040.75,"NN",718.65,-0.32,1,"category","",0.267,0.46,11,0.61,841.030303030303,0.940664959603784,0.909090909090909,776.4375,1.20034827725211,0.625,169.063446969697,0.898623548762655,0.440340909090909,84.96875,0.078269195802193,0.15625,6,1.08,1.75,6.09,5,4,14622,2924.4,"NN",783.7,0.13,0.68,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"goose","gander",0.556544,"goose","gander",0.267,"0.46","6.0000000000000001E-3","1E-3",11,4,"6.63","N","9","1","NULL","N","goose","gander",0.267,0.46,0.006,"6.63","NULL",4,1,2.079443,0.617079
"gorgeous.beautiful","beautiful","gorgeous",8,24.06,3.09,8.13,0,NA,8017,1145.29,"JJ",647.28,-0.4,0.94,"synonym","",0.184,0.056,17,0.47,572.03125,-0.363750996059167,1,643.03125,-0.239906681968752,1,112.27178030303,0.392244838959622,0,94.5,0.393697914201949,0.03125,9,279.73,4.15,10.35,0,NA,10807,1350.88,"JJ",700.57,-0.37,0.97,61,NA,NA,0,0,0,NA,NA,NA,NA,NA,"beautiful","gorgeous",0.250999,"gorgeous","beautiful",0.184,"5.6000000000000001E-2","1.0999999999999999E-2","4.0300000000000002E-2",17,7,"NULL","AJ","8","127","3.89","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"government.politics","politics","government",10,65.24,3.52,12.06,0,NA,18100,2011.11,"NN",727.71,-0.18,0.97,"","",0.111,0.137,19,0.38,663.28125,-0.0907770791496925,0.9375,772.5625,0.348637392226044,0.875,-25.68125,0.369178741484418,-0.0625,-14.15625,0.0850919070211024,-0.0625,8,16.57,2.93,9.91,1,0,14468,2066.86,"NN",693.66,-0.38,0.97,27,"government","politics",0.519069202646489,0.342651465503333,0.322579890454229,"0.33830613","0","0.329697","0.111","0.137","politics","government",0.677091,"government","politics",0.111,"0.13700000000000001","8.0000000000000002E-3","1.2999999999999999E-2",19,417,"4.63","N","13","69","2.59","N","government","politics",0.111,0.137,0.008,"4.63","2.59",417,69,0,0.329697
"governor.state","state","governor",8,26.84,3.14,8.72,0,NA,12991,1855.86,"NN",819.37,-0.04,1,"bpa","",0.212,0,13,0.46,584.15625,-0.299928984135722,1,648.225806451613,-0.0576698158483364,0.967741935483871,93.5,0.458912556272893,0.0625,16.9032258064516,0.0222284232770529,0,5,107.84,3.74,12.2,7,0,14018,3504.5,"NN|VB",631.22,-0.61,0.94,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,"state","governor",0.625815,"governor","state",0.212,"0","2E-3","0",13,83,"NULL","N","15","808","4.3099999999999996","N","governor","state",0.212,0,0.002,"NULL","4.31",83,808,12.666084,0.397754
"graduate.student","student","graduate",8,12.22,2.8,9.83,0,NA,14281,2040.14,"NN|JJ",589.56,-0.67,1,"fpa","",0.162,0,20,0.37,547.032258064516,-0.475069180161549,0.967741935483871,641.636363636364,-0.326703113829676,1,72.2802419354839,0.0692129877288896,0.030241935483871,-17.3137829912023,0.275919762474633,0.032258064516129,7,43.04,3.34,10.94,0,NA,14096,2349.33,"NN",568.3,-0.75,0.97,26,"graduate","student",0.564997772607719,0.615106595018984,0,"NULL","2.860175","0.338628","0.162","0","student","graduate",0.447849,"graduate","student",0.162,"0","8.0000000000000002E-3","1.6299999999999999E-2",20,30,"NULL","V","22","131","6.38","N","graduate","student",0.162,0,0.008,"NULL","6.38",30,131,2.860175,0.338628
"grain.wheat","wheat","grain",5,4.76,2.39,8.79,5,3,11672,2918,"NN",622.91,-0.56,0.97,"category","",0.365,0.034,11,0.72,621.424242424242,-0.218543678797823,1,594.129032258065,-0.367029180433652,1,71.4242424242425,0.544012597766855,0.0303030303030303,35.2147177419355,0.195500321741359,0,5,5.75,2.47,8.32,1,1,7977,1994.25,"NN",627.88,-0.57,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"wheat","grain",0.386145,"grain","wheat",0.365,"3.4000000000000002E-2","2E-3","1.1299999999999999E-2",11,27,"5.63","N","17","9","5.55","N","grain","wheat",0.365,0.034,0.002,"5.63","5.55",27,9,2.388105,0.679789
"grandpa.grandma","grandma","grandpa",7,32.57,3.22,6.75,1,1,10226,1704.33,"NN",664.5,-0.39,0.97,"antonym","category",0.553,0.538,11,0.79,711.645161290323,0.0417242065081461,0.967741935483871,745.969696969697,0.419828361089737,1,71.8548387096774,0.686132214972974,-0.001008064516129,2.4848484848485,0.00647377436135976,0.0606060606060606,7,45.59,3.37,7.15,1,0,10865,1810.83,"NN",721.23,-0.21,0.94,11,"grandma","grandpa",0.589608479034887,0.434183207189807,0.462830884934828,"NULL","1.734536","0.766081","0.538","0.553","grandma","grandpa",0.212626,"grandpa","grandma",0.553,"0.53800000000000003","1E-3","1.34E-2",11,0,"NULL","N","10","13","NULL","N","grandpa","grandma",0.553,0.538,0.001,"NULL","NULL",0,13,1.734536,0.766081
"grape.vine","vine","grape",5,4,2.31,7.4,9,4,6394,1598.5,"NN",592.58,-0.58,0.97,"fpa","",0.219,0.605,17,0.17,729.15625,0.195440299119816,0.96875,653.53125,-0.0441425473593993,0.96875,-22.53125,0.21479566712681,0.25,165.832386363636,0.613301009810827,0.0293560606060606,4,2.1,2.03,7.12,12,9,9947,3315.67,"NN",687.81,-0.51,0.91,4,"grape","vine",0.289146072471739,0.296146789205161,0,"0.279248382","2.279239","0.160585","0.219","0.605","vine","grape",0.488563,"grape","vine",0.219,"0.60499999999999998","0","1.2200000000000001E-2",17,3,"5.85","N","12","4","5.93","N","grape","vine",0.219,0.605,0,"5.85","5.93",3,4,2.279239,0.160585
"gravel.rocks","rocks","gravel",6,1.43,1.87,7.78,5,2,7876,1575.2,"NN",651.45,-0.47,0.97,"category","",0.25,0.013,12,0.38,607.903225806452,-0.206238783308107,1,606.46875,-0.202747807110126,0.96875,32.5634408602151,0.453487928464999,0.0333333333333333,49.34375,0.182410194267829,0.0625,5,22.88,3.07,8.96,5,0,3974,993.5,"NN|VB",662.06,-0.37,1,5,"gravel","rocks",0.62481448920334,0.297558341521692,0,"NULL","NULL","NULL","0.25","0.013","rocks","gravel",0.585487,"gravel","rocks",0.25,"1.2999999999999999E-2","0","5.0000000000000001E-3",12,9,"5.83","N","20","23","6.03","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grease.oil","oil","grease",6,6.94,2.55,7.99,2,0,10588,2117.6,"NN|VB",625.24,-0.52,0.97,"","",0.311,0.101,13,0.55,597.90625,-0.351182935323603,0.96875,602.451612903226,-0.356071180025255,0.935483870967742,60,0.354081184407269,0,108.579637096774,0.527338867619724,-0.0645161290322581,3,41.08,3.32,10.46,3,0,1782,891,"NN",604.06,-0.7,1,39,"grease","oil",0.530073908023531,0.416453654588536,0.845935321307294,"0.492656119","2.504709","0.503639","0.311","0.101","oil","grease",0.622566,"grease","oil",0.311,"0.10100000000000001","8.9999999999999993E-3","2.6100000000000002E-2",13,9,"6.03","N","17","93","5.6","N","grease","oil",0.311,0.101,0.009,"6.03","5.6",9,93,2.504709,0.503639
"greek.fraternity","fraternity","greek",5,11.33,2.76,9.9,4,1,6224,1556,"NN|JJ",627.64,-0.42,0.97,"fpa","",0.182,0.021,19,0.05,751.787878787879,0.459746636281759,1,744.870967741935,0.497751455804231,1,96.3333333333334,0.563126724607089,0.0606060606060606,88.7540322580645,0.495811173995221,0,10,3.35,2.24,7.49,0,NA,23096,2566.22,"NN",727.15,-0.3,0.97,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fraternity","greek",0.858083,"greek","fraternity",0.182,"2.1000000000000001E-2","2.1999999999999999E-2","2.7799999999999998E-2",19,61,"4.84","N","15","6","4.2","N","greek","fraternity",0.182,0.021,0.022,"4.84","4.2",61,6,21.937522,0.042729
"grip.hold","hold","grip",4,9.69,2.69,8.97,6,2,4148,1382.67,"NN|VB",662.33,-0.56,1,"synonym","",0.253,0.027,16,0.49,641.84375,-0.357243472659199,0.96875,647.411764705882,-0.231423775460328,0.941176470588235,-11.21875,0.0812286616866587,-0.03125,66.0569852941177,-0.0655254582608621,0.00367647058823528,4,436.73,4.35,11.17,11,2,2821,940.33,"VB|NN",613.18,-0.73,1,67,"grip","hold",0.442344546615332,0.352615288851428,0.557342322757889,"NULL","0","0.444871","0.253","0.027","hold","grip",0.612569,"grip","hold",0.253,"2.7E-2","0.02","1.9E-2",16,20,"4.92","N","17","169","4.08","V","grip","hold",0.253,0.027,0.02,"4.92","4.08",20,169,0,0.444871
"grocery.store","store","grocery",7,5.49,2.45,8.11,1,0,11968,1994.67,"NN",666.31,-0.42,1,"fpa","",0.425,0,9,0.82,537.84375,-0.552538920079748,1,738.096774193548,-0.349670151879185,0.935483870967742,121.962701612903,0.726553005496849,0,-0.225806451612925,0.592528938838587,-0.0645161290322581,5,81.92,3.62,10.88,13,1,12227,3056.75,"NN|VB",600.91,-0.56,1,63,"grocery","store",0.178331759831099,0.139244045963663,0,"NULL","2.46524","0.811867","0.425","0","store","grocery",0.382308,"grocery","store",0.425,"0","5.0000000000000001E-3","2.0299999999999999E-2",9,9,"NULL","N","17","74","5.44","N","grocery","store",0.425,0,0.005,"NULL","5.44",9,74,2.46524,0.811867
"groom.bride","bride","groom",5,7.82,2.6,7.43,2,1,5034,1258.5,"NN|VB",718.84,-0.18,0.91,"antonym","category",0.62,0.865,11,0.74,615.84375,-0.443482040024233,1,617.833333333333,-0.486438917758636,0.966666666666667,58.46875,0.364622509730804,0.03125,107.360215053763,0.410831731442324,-0.0333333333333333,5,24.22,3.09,8.21,3,1,6896,1724,"NN",617.12,-0.57,0.97,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bride","groom",0.270976,"groom","bride",0.62,"0.86499999999999999","1E-3","5.0000000000000001E-4",11,5,"5.31","N","4","33","5.74","N","groom","bride",0.62,0.865,0.001,"5.31","5.74",5,33,1.900454,0.73786
"gross.disgusting","disgusting","gross",5,15.27,2.89,9.03,4,1,5307,1326.75,"JJ|VB|NN",563.73,-0.72,0.97,"synonym","",0.193,0.455,16,0.04,748.5625,0.504610507521077,0.90625,718.0625,0.200621867457655,0.96875,-4.40625,0.156798774704943,-0.0625,125.375,0.460732794509226,-0.03125,10,26.61,3.13,8.47,0,NA,25661,2851.22,"JJ|VB",697.91,-0.25,0.94,18,"disgusting","gross",0.443423346891428,0.400859910272315,0.297075020940321,"0.46877632","NULL","NULL","0.455","0.193","gross","disgusting",0.413009,"gross","disgusting",0.193,"0.45500000000000002","5.0000000000000001E-3","1.44E-2",16,30,"2.73","AJ","14","4","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grounds.keeper","keeper","grounds",7,10.45,2.73,9.09,0,NA,8599,1433.17,"NN|VB",628.55,-0.59,1,"fpa","",0.122,0.014,24,0.19,655.677419354839,-0.151756243262268,0.967741935483871,649.40625,0.139540365293682,1,18.5483870967743,0.168016893918666,0.0645161290322581,20.65625,-0.00843402521969172,0.15625,6,4.08,2.32,8.99,2,0,10267,2053.4,"NN",582.48,-0.48,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"keeper","grounds",0.875688,"grounds","keeper",0.122,"1.4E-2","0","0",24,58,"NULL","N","25","3","4.8499999999999996","N","grounds","keeper",0.122,0.014,0,"NULL","4.85",58,3,17.106884,0.174052
"grow.tall","tall","grow",4,59.49,3.48,10.12,5,0,3577,1192.33,"VB|NN",586.79,-0.73,1,"unclassified","",0.172,0,24,0.35,574.393939393939,-0.407276684377271,1,655.6875,-0.0446699763855724,1,29.1544477028348,0.0162056688327681,0.0645161290322581,55.1875,0.0818648877393462,0.03125,4,32.33,3.22,9.34,15,8,6558,2186,"JJ|NN",618.53,-0.6,1,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tall","grow",0.59393,"grow","tall",0.172,"0","1.2999999999999999E-2","2.7000000000000001E-3",24,63,"4.05","V","9","55","4.3499999999999996","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grown.up","up","grown",5,25,3.11,9.27,8,1,3742,935.5,"VB|JJ",655.58,-0.44,0.97,"fpa","",0.135,0,16,0.35,625.6875,-0.228354087451599,0.96875,682.5,-0.32176503089119,1,-42.8125,-0.10396651393569,0,-21.4375,0.171600899930114,0.03125,2,3670,5.27,13.74,1,0,403,403,"minor|VB|JJ|RB",617.83,-0.76,0.91,122,NA,NA,0,0,0,NA,NA,NA,NA,NA,"up","grown",0.746931,"grown","up",0.135,"0","0","0",16,43,"3.96","V","5","1895","3.8","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guardian.parent","parent","guardian",8,7.02,2.56,9.18,0,NA,10887,1555.29,"NN",669.74,-0.41,1,"synonym","",0.536,0.063,6,0.21,558.064516129032,-0.309898383272511,1,628.375,-0.271002491812085,1,144.904233870968,0.468898415561229,0,123.40625,0.199436356542077,0,6,13.14,2.83,9.6,1,0,15439,3087.8,"NN",597.44,-0.57,1,32,NA,NA,0,0,0,NA,NA,NA,NA,NA,"parent","guardian",0.60506,"guardian","parent",0.536,"6.3E-2","3.0000000000000001E-3","1.3899999999999999E-2",6,9,"5.97","N","10","15","6.18","N","guardian","parent",0.536,0.063,0.003,"5.97","6.18",9,15,9.840679,0.194394
"guess.question","question","guess",5,453.98,4.36,11.5,1,0,6840,1710,"VB|NN",597.63,-0.66,1,"unclassifed","",0.142,0,20,0.24,658.181818181818,0.140097297298229,0.939393939393939,637.53125,-0.0592595874434656,0.96875,17.8806818181819,-0.294656506449496,-0.0606060606060606,68.28125,-0.0320763139653998,0,8,198.35,4.01,12.12,0,NA,20890,2984.29,"NN|VB",597.44,-0.57,1,56,"guess","question",0.619445852388753,0.719568240155568,0.242641720245814,"0.360459243","5.888241","0.206674","0.142","0","question","guess",0.611978,"guess","question",0.142,"0","7.1999999999999995E-2","7.8600000000000003E-2",20,56,"3.27","V","6","257","3.91","N","guess","question",0.142,0,0.072,"3.27","3.91",56,257,5.888241,0.206674
"guilty.innocent","innocent","guilty",6,62.29,3.5,9.43,0,NA,3318,663.6,"JJ|NN",584.21,-0.61,1,"antonym","",0.399,0.457,18,0.81,646.787878787879,-0.168588307866232,0.96969696969697,661.53125,-0.0417082301231432,0.90625,102.244379276637,0.397827401793368,-0.0303030303030303,1.34753787878788,0.227697589812942,-0.0634469696969697,8,54.51,3.44,9.41,0,NA,17190,2455.71,"JJ|NN",668.74,-0.58,1,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"innocent","guilty",0.375201,"guilty","innocent",0.399,"0.45700000000000002","0","1E-3",18,29,"2.4900000000000002","AJ","16","1","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guitar.string","string","guitar",6,15.59,2.9,10.12,0,NA,7832,1566.4,"NN",642.66,-0.51,1,"fpa","",0.281,0.063,16,0.57,594.5625,-0.124754986588584,0.96875,816.709677419355,-0.000857628466163985,1,133.09375,0.407960506364408,-0.03125,-1.24092741935488,0.154474367370801,0.03125,6,12.67,2.81,10.41,3,1,18941,3788.2,"NN|VB",619.65,-0.56,1,27,NA,NA,0,0,0,NA,NA,NA,NA,NA,"string","guitar",0.64697,"guitar","string",0.281,"6.3E-2","0","0",16,19,"6.73","N","17","19","5.4","N","guitar","string",0.281,0.063,0,"6.73","5.4",19,19,3.173706,0.547717
"gullible.stupid","stupid","gullible",8,1.25,1.81,6.97,0,NA,10767,1538.14,"JJ",749.34,-0.05,0.91,"unclassifed","",0.193,0,12,-0.01,651.90625,-0.294557740330418,0.96875,685.6875,-0.0541157041857839,1,-50.6335227272727,-0.00220685334697984,-0.03125,-42.1391129032259,-0.0837040540145669,0,6,184.41,3.97,10.72,0,NA,6376,1275.2,"JJ|NN",592.85,-0.75,1,73,NA,NA,0,0,0,NA,NA,NA,NA,NA,"stupid","gullible",0.625764,"gullible","stupid",0.193,"0","7.9000000000000001E-2","5.5100000000000003E-2",12,2,"NULL","AJ","6","24","3.39","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gully.ditch","ditch","gully",5,0.92,1.68,5.37,5,3,4573,1143.25,"NN",863.67,0.35,0.79,"unclassifed","",0.081,0.02,18,0.37,695.838709677419,0.186636784874895,0.903225806451613,680.064516129032,0.140321158244697,0.967741935483871,74.2550403225806,0.200991263466217,0.215725806451613,150.229601518026,0.385352445569994,0.0559772296015181,5,7.86,2.6,7.46,6,5,5810,1452.5,"NN|VB",626.84,-0.56,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ditch","gully",0.652427,"gully","ditch",0.081,"0.02","0","1.7399999999999999E-2",18,1,"NULL","N","14","10","5.28","N","gully","ditch",0.081,0.02,0,"NULL","5.28",1,10,17.137373,0.286811
"gulp.swallow","swallow","gulp",4,0.98,1.71,6.52,3,2,1495,498.33,"NN|VB",675.66,-0.37,0.91,"synonym","",0.283,0.079,12,0.31,662.424242424242,-0.0434146979111829,1,769.09375,0.134528312513975,1,-15.5804924242424,-0.0649566138404079,0.03125,-111.416330645161,0.0228587038876521,0.0645161290322581,7,12.73,2.81,8.07,1,1,7696,1282.67,"VB|NN",703.25,-0.43,0.97,13,"gulp","swallow",0.192854824457324,0.197166108870703,0,"NULL","1.50584","0.266576","0.283","0.079","swallow","gulp",0.615586,"gulp","swallow",0.283,"7.9000000000000001E-2","1.2999999999999999E-2","2.4400000000000002E-2",12,2,"NULL","V","17","10","4.95","V","gulp","swallow",0.283,0.079,0.013,"NULL","4.95",2,10,1.50584,0.266576
"gum.chew","chew","gum",3,13.39,2.84,7.87,11,8,1007,503.5,"NN",626.06,-0.6,0.91,"bpa","",0.563,0.361,9,0.55,552.096774193548,-0.239681680337522,0.903225806451613,603.58064516129,-0.406246498106928,1,57.1290322580645,0.207591401299138,-0.0645161290322581,77.9193548387096,0.322659443343431,0.03125,4,9.06,2.67,7.96,4,2,3575,1191.67,"VB|NN",583.53,-0.52,0.94,15,"chew","gum",0.103898064686156,0.159694823147778,0,"0.065667375","1.330054","0.498787","0.361","0.563","chew","gum",0.587038,"gum","chew",0.563,"0.36099999999999999","2E-3","1.2999999999999999E-3",9,14,"6.05","N","12","2","4.32","V","gum","chew",0.563,0.361,0.002,"6.05","4.32",14,2,1.330054,0.498787
"gums.teeth","teeth","gums",4,1.88,1.99,6.25,7,6,1204,401.33,"NN",659.1,-0.42,0.88,"category","",0.705,0.083,9,0.92,579.41935483871,-0.453859382049967,1,657.6875,-0.424242029702978,1,23.8306451612904,0.0548932893783216,0,-34.40625,0.140580450509353,0.03125,5,47.84,3.39,9.3,1,0,7942,1985.5,"NN",550,-0.81,0.97,42,"gums","teeth",0.282447528144287,0.23479629064332,0,"NULL","NULL","NULL","0.705","0.083","teeth","gums",0.459948,"gums","teeth",0.705,"8.3000000000000004E-2","1.9E-2","2.1600000000000001E-2",9,4,"NULL","N","16","103","6.14","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gun.shoot","shoot","gun",3,213.2,4.04,10.76,13,4,2233,1116.5,"NN|VB",578.41,-0.71,0.97,"functional property","",0.241,0.417,18,0.64,639.58064516129,-0.372962294371894,0.967741935483871,590.878787878788,-0.518426854972151,0.96969696969697,0.513104838709637,0.194384927171088,-0.032258064516129,-22.5350378787879,-0.0166866713488614,-0.0303030303030303,5,164.94,3.92,10.07,4,1,4320,1080,"VB|NN",593.67,-0.68,1,23,"gun","shoot",0.234549845844667,0.178929730963564,0.368204929921274,"0.186757965","1.27153","0.61368","0.241","0.417","shoot","gun",0.380612,"gun","shoot",0.241,"0.41699999999999998","1.2999999999999999E-2","3.5700000000000003E-2",18,118,"6.08","N","12","27","4.3499999999999996","V","gun","shoot",0.241,0.417,0.013,"6.08","4.35",118,27,1.27153,0.61368
"guys.girls","girls","guys",4,631.33,4.51,10.98,4,0,624,208,"NN",608.82,-0.51,0.97,"antonym","category",0.446,0.04,14,0.23,699.59375,-0.0934143279951007,1,621.0625,-0.380194522052863,0.96875,-110.1875,-0.00457256855619619,0.03125,136.695075757576,0.503926665126088,-0.03125,5,208.35,4.03,10.19,0,NA,2085,521.25,"NN",582.7,-0.74,0.97,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"girls","guys",0.408599,"guys","girls",0.446,"0.04","2.1000000000000001E-2","2.1600000000000001E-2",14,20,"6.36","N","10","142","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gym.workout","workout","gym",3,18.18,2.97,8.17,3,0,277,138.5,"NN",678.91,-0.54,0.94,"functional property","",0.171,0.048,17,0.35,659.354838709677,0.189047996648155,0.935483870967742,731.645161290323,0.143080763702763,0.967741935483871,33.2258064516129,-0.104480194141961,0,-88.7966764418377,-0.332120984597793,-0.032258064516129,7,2.76,2.15,7.86,1,0,6018,1003,"NN",583.6,-0.68,1,9,"gym","workout",0.498929609228164,0.466608603400005,0,"NULL","21.146567","0.30797","0.171","0.048","workout","gym",0.426661,"gym","workout",0.171,"4.8000000000000001E-2","1.0999999999999999E-2","3.7499999999999999E-2",17,2,"5.93","N","13","2","NULL","N","gym","workout",0.171,0.048,0.011,"5.93","NULL",2,2,21.146567,0.30797
"gymnastics.tumble","tumble","gymnastics",10,1.53,1.9,6.45,0,NA,13952,1550.22,"NN",731.24,-0.23,1,"script","",0.106,0.028,21,0.09,689.181818181818,0.182288195333597,0.878787878787879,885.935483870968,0.735348384428696,1,8.93939393939399,0.108374945188894,-0.0606060606060607,-139.654233870968,-0.156841962434734,0.09375,6,1.55,1.9,6.34,6,3,6395,1279,"NN|VB",685.85,-0.37,0.97,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tumble","gymnastics",0.908398,"gymnastics","tumble",0.106,"2.8000000000000001E-2","0","2.9999999999999997E-4",21,11,"5.08","N","13","3","4.5599999999999996","V","gymnastics","tumble",0.106,0.028,0,"5.08","4.56",11,3,18.576311,0.077034
"hairspray.sticky","sticky","hairspray",9,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"perceptual property","",0.241,0,19,NA,670.8125,0.157814336772177,1,638.935483870968,0.0610297564977489,0.967741935483871,60.65625,-0.161312245949144,0.03125,184.252016129032,0.507768764022318,-0.001008064516129,6,5.73,2.47,8.19,3,1,11669,2333.8,"JJ",565.36,-0.6,1,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sticky","hairspray",0.724183,"hairspray","sticky",0.241,"0","0","0",19,0,"6.2","N","16","9","3.89","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"half.whole","whole","half",4,199.14,4.01,11.18,5,0,4310,1436.67,"NN|minor|VB",548.41,-0.83,0.97,"antonym","",0.447,0.345,8,0.38,629.125,-0.29933694910504,1,657.5625,-0.0425093474820687,0.96875,-20.4153225806451,0.124663615267645,0.032258064516129,-24.84375,-0.117373961409675,0,5,385.49,4.29,11.7,4,1,6140,1535,"JJ|NN",612.87,-0.68,0.97,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"whole","half",0.620082,"half","whole",0.447,"0.34499999999999997","1.2E-2","1.7100000000000001E-2",8,275,"3.71","N","16","309","3.58","AJ","half","whole",0.447,0.345,0.012,"3.71","3.58",275,309,11.118894,0.2673
