"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"agenda.schedule","schedule","agenda",6,7.31,2.57,9.19,0,NA,8107,1621.4,"NN",739.03,-0.25,0.97,"synonym","",0.259,0.028,14,0.04,642.060606060606,0.0134847955046507,1,735.354838709677,0.192811102955124,0.967741935483871,-7.15435606060601,-0.19105844310343,0.03125,10.3639112903226,-0.084357332786483,0.061491935483871,8,29.76,3.18,9.79,0,NA,13438,1919.71,"NN|VB",760.65,-0.19,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"schedule","agenda",0.768665,"agenda","schedule",0.259,"2.8000000000000001E-2","8.9999999999999993E-3","1.0699999999999999E-2",14,5,"NULL","N","15","36","NULL","N","agenda","schedule",0.259,0.028,0.009,"NULL","NULL",5,36,0,0.057099
"agree.disagree","disagree","agree",5,64.67,3.52,11.55,0,NA,6944,1736,"VB",589.84,-0.71,0.94,"antonym","",0.393,0.264,11,0.54,657.212121212121,-0.0610481507763862,1,735.65625,0.245211931410255,0.96875,43.060606060606,0.520156896734362,0.0606060606060606,66.6663306451613,-0.12147989202767,0.001008064516129,8,6.63,2.53,10.15,0,NA,12316,1759.43,"VB",695.56,-0.33,1,9,"agree","disagree",0.295238983097988,0.31770589028657,0.240642571414234,"NULL","14.181983","0.482478","0.393","0.264","disagree","agree",0.279738,"agree","disagree",0.393,"0.26400000000000001","0","0",11,51,"NULL","V","9","7","NULL","V","agree","disagree",0.393,0.264,0,"NULL","NULL",51,7,14.181983,0.482478
"agreement.disagreement","disagreement","agreement",9,17.49,2.95,10.07,0,NA,16530,2066.25,"NN",668.3,-0.43,0.91,"antonym","",0.164,0.059,17,0.41,680.545454545455,0.248912196969395,0.96969696969697,901.193548387097,0.637011217435603,0.935483870967742,96.8093841642229,0.505388635232178,-0.0303030303030303,-100.193548387097,0.27255938538121,-0.00391006842619757,12,1.53,1.9,8.04,0,NA,21902,1991.09,"NN",786.97,-0.14,0.97,3,"agreement","disagreement",0.221147555084749,0.143606092044448,0.308078220732591,"0.015728917","5.079778","0.395699","0.164","0.059","disagreement","agreement",0.658011,"agreement","disagreement",0.164,"5.8999999999999997E-2","1E-3","9.2999999999999992E-3",17,106,"2.93","N","8","11","NULL","N","agreement","disagreement",0.164,0.059,0.001,"2.93","NULL",106,11,5.079778,0.395699
"agriculture.farm","farm","agriculture",11,1.1,1.76,8.61,0,NA,15396,1539.6,"NN",784.26,0.04,1,"supraordinate","",0.283,0,18,0.62,605.515151515152,-0.162481993191497,0.96969696969697,669.3125,0.0731689916361239,1,97.4203323558162,0.363967612587433,0.00195503421309873,21.9299242424242,0.0602155383482738,0.0303030303030303,4,30.04,3.19,9.29,6,4,3976,1325.33,"NN|VB",604.67,-0.68,1,38,"agriculture","farm",0.255744343389321,0.204455573930448,0.337451205747554,"NULL","19.557989","0.551223","0.283","0","farm","agriculture",0.616915,"agriculture","farm",0.283,"0","0.01","4.4000000000000003E-3",18,23,"NULL","N","12","125","5.53","N","agriculture","farm",0.283,0,0.01,"NULL","5.53",23,125,19.557989,0.551223
"ahead.behind","behind","ahead",5,198.33,4,10.16,0,NA,4683,1170.75,"RB|minor",722.97,-0.44,1,"antonym","",0.424,0.027,12,0.61,645.34375,-0.187374977189113,1,564.838709677419,-0.333190161107992,1,-10.4346590909091,0.0574740062640728,0,136.322580645161,0.669095798189579,0,6,187.86,3.98,11.08,0,NA,10734,2146.8,"minor|NN",558.47,-0.76,1,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"behind","ahead",0.522615,"ahead","behind",0.424,"2.7E-2","0","3.44E-2",12,109,"NULL","AD","16","258","NULL","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahoy.ship","ship","ahoy",4,3.71,2.28,5.26,0,NA,1401,467,"NN",931.5,0.35,0.63,"unclassifed","",0.264,0.016,15,0.38,621.939393939394,-0.14441079992279,1,658.677419354839,-0.314261320675782,1,20.2864125122189,-0.0480479698752541,0.032258064516129,-31.2834799608993,0.0276425824170158,0,4,98.88,3.7,10.85,8,0,2907,969,"NN|VB",558.3,-0.78,1,50,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ship","ahoy",0.682228,"ahoy","ship",0.264,"1.6E-2","3.5999999999999997E-2","2.3599999999999999E-2",15,0,"NULL","I","9","83","6.25","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"air.breathe","breathe","air",3,139.02,3.85,11.3,5,0,1728,864,"NN|VB",589.8,-0.71,1,"functional property","",0.176,0.368,17,0.64,646.5,-0.070963703546206,1,688.78125,0.0226438279284078,0.96875,10.3787878787879,0.0325148898644808,0.0606060606060606,-86.3125,-0.277202451219293,-0.03125,7,48.51,3.39,8.04,3,0,14185,2364.17,"VB",661.61,-0.4,1,16,"air","breathe",0.368304629849661,0.400582323601907,0,"0.270582387","12.234361","0.604036","0.176","0.368","breathe","air",0.507767,"air","breathe",0.176,"0.36799999999999999","1.7999999999999999E-2","2.5000000000000001E-3",17,257,"5.67","N","16","7","4.78","V","air","breathe",0.176,0.368,0.018,"5.67","4.78",257,7,12.234361,0.604036
"airplane.fly","fly","airplane",8,10.92,2.75,8.46,0,NA,10550,1507.14,"NN",677.47,-0.37,0.97,"functional property","",0.32,0.076,21,0.68,569.909090909091,-0.500241928114063,1,675.225806451613,-0.1340416839019,1,20.5596590909091,0.257194981171569,0.03125,25.1804435483871,-0.0164168615236167,0.03125,3,85,3.64,10.29,4,0,2017,1008.5,"VB|NN",541.7,-0.8,1,65,"airplane","fly",0.215800781124638,0.139619705360334,0,"0.24066795","13.302295","0.660123","0.32","0.076","airplane","fly",0.465623,"airplane","fly",0.32,"7.5999999999999998E-2","2.5999999999999999E-2","5.9999999999999995E-4",21,11,"6.83","N","19","33","5.14","V","airplane","fly",0.32,0.076,0.026,"6.83","5.14",11,33,13.302295,0.660123
"airport.plane","plane","airport",7,38.04,3.29,9.38,0,NA,6828,1138,"NN",619.84,-0.59,1,"script","",0.757,0,6,0.75,651.4375,-0.315987498325476,0.9375,604.75,-0.390135004616747,1,56.9375,0.209852669779276,-0.0625,69.5147058823529,0.344437399753079,0.0294117647058824,5,95.53,3.69,9.84,5,3,8554,2138.5,"NN|VB",643.94,-0.57,0.97,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"plane","airport",0.385117,"airport","plane",0.757,"0","2E-3","1.47E-2",6,19,"6.31","N","12","114","5.31","N","airport","plane",0.757,0,0.002,"6.31","5.31",19,114,13.811392,0.760264
"album.record","record","album",5,10.24,2.72,10.59,0,NA,4277,1069.25,"NN",580.5,-0.67,0.94,"synonym","",0.333,0.13,8,0.4,603.71875,-0.447181510462516,0.96875,673.5,-0.312172053766218,1,70.4375,0.412780752129232,-0.03125,-109.306451612903,-0.0134517632440459,0,6,85.59,3.64,11.03,1,0,11699,2339.8,"NN",575.44,-0.65,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"record","album",0.556858,"album","record",0.333,"0.13","4.0000000000000001E-3","2.06E-2",8,6,"NULL","N","14","137","NULL","N","album","record",0.333,0.13,0.004,"NULL","NULL",6,137,14.573011,0.407426
"all.none","none","all",3,5161.86,5.42,14.35,5,0,4681,2340.5,"minor|RB",592.33,-0.55,0.97,"antonym","",0.333,0.203,12,0.65,624.40625,-0.14680687537958,0.96875,636.875,-0.290612156668367,0.96875,103.6875,0.390344315136946,-0.03125,146.25,0.636317296590008,0.0625,4,110.61,3.75,11.41,13,2,7680,2560,"NN",621.16,-0.61,0.91,43,NA,NA,0,0,0,NA,NA,NA,NA,NA,"none","all",0.509369,"all","none",0.333,"0.20300000000000001","4.0000000000000001E-3","1.6400000000000001E-2",12,3001,"2.63","AJ","11","108","2.84","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allegiance.pledge","pledge","allegiance",10,3.12,2.2,7.2,0,NA,16742,1860.22,"NN",789.7,0.06,0.97,"bpa","",0.311,0.316,7,0.49,596.5625,-0.252432667226763,0.96875,678.46875,-0.125788617447608,1,197.631048387097,0.967688143783155,0.001008064516129,20.3191287878788,0.310384804634433,0.0303030303030303,6,6.88,2.55,7.86,1,0,10027,2005.4,"NN|VB",594.67,-0.76,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pledge","allegiance",0.514831,"allegiance","pledge",0.311,"0.316","0","4.2799999999999998E-2",7,4,"NULL","N","16","3","2.93","N","allegiance","pledge",0.311,0.316,0,"NULL","2.93",4,3,18.660546,0.437972
"allergy.sneeze","sneeze","allergy",7,1.69,1.94,7.92,0,NA,14700,2450,"NN",739.86,-0.21,1,"script","",0.407,0.029,15,0.39,696.6875,-0.139902729125706,1,730.647058823529,0.0551116890539376,0.970588235294118,36.09375,0.19278397757681,0.0625,-34.8970588235294,-0.00183584753480544,-0.0294117647058824,6,2.94,2.18,6.29,0,NA,3856,771.2,"VB|NN",587,-0.67,1,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sneeze","allergy",0.675423,"allergy","sneeze",0.407,"2.9000000000000001E-2","8.0000000000000002E-3","3.9699999999999999E-2",15,1,"4.7","N","13","3","5.51","V","allergy","sneeze",0.407,0.029,0.008,"4.7","5.51",1,3,27.468754,0.361506
"allow.let","let","allow",5,44.37,3.35,11.25,3,0,6836,1709,"VB|NN",591.38,-0.59,1,"synonym","",0.461,0.283,16,0.25,639.03125,-0.107844010513277,0.9375,653.41935483871,-0.0392091847297411,0.903225806451613,34.3558467741935,-0.0420272908559323,0.0342741935483871,-48.4818548387096,-0.268855575299066,0.0282258064516129,3,2419.24,5.09,12.24,16,3,4770,2385,"VB|NN",576.91,-0.75,1,10,"allow","let",0.338544348413995,0.30975959293767,0.852834533805323,"0.266548935","0","0.215081","0.461","0.283","let","allow",0.50458,"allow","let",0.461,"0.28299999999999997","1.2999999999999999E-2","8.6E-3",16,72,"2.64","V","14","384","NULL","V","allow","let",0.461,0.283,0.013,"2.64","NULL",72,384,0,0.215081
"alone.lonely","lonely","alone",5,308.53,4.2,10.84,3,2,11414,2853.5,"RB|JJ",571.5,-0.73,0.94,"script","",0.215,0.219,19,0.6,656.606060606061,-0.0731915743237413,1,708.71875,-0.0166989962885556,0.90625,18.4251893939394,0.0653571031565948,0,-16,-0.166191021118998,-0.03125,6,41.67,3.33,8.49,1,1,11628,2325.6,"JJ|RB",624.97,-0.68,1,16,"alone","lonely",0.300752665658205,0,0.432293900976549,"0.355979427","NULL","NULL","0.215","0.219","alone","lonely",0.407888,"alone","lonely",0.215,"0.219","4.0000000000000001E-3","2.12E-2",19,195,"3.81","AJ","17","25","2.5299999999999998","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alphabet.letters","letters","alphabet",8,2.49,2.11,7.96,0,NA,8062,1151.71,"NN",657.89,-0.43,1,"perceptual property","",0.412,0.144,11,0.8,791.53125,0.0782382178539693,0.96875,593.4375,-0.301665823983254,1,-210.21875,-0.456234382680461,0,52.7237903225806,0.195761659728677,0,7,37.45,3.28,10.4,2,0,17468,2911.33,"NN",640.47,-0.57,1,10,"alphabet","letters",0.245441136560372,0.225279068343231,0.379307989100914,"NULL","15.506761","0.780433","0.412","0.144","letters","alphabet",0.571789,"alphabet","letters",0.412,"0.14399999999999999","2.1000000000000001E-2","4.7000000000000002E-3",11,2,"NULL","N","17","115","5.52","N","alphabet","letters",0.412,0.144,0.021,"NULL","5.52",2,115,15.506761,0.780433
"alter.change","change","alter",5,4.78,2.39,8.98,3,1,13992,3498,"VB",587.52,-0.61,0.94,"synonym","",0.633,0.031,4,0.44,604.03125,-0.372816226258883,0.96875,647.666666666667,-0.272277630558645,0.96969696969697,33.4535984848485,0.342248524354144,-0.000946969696969724,-28.1666666666666,0.0111989925599445,-0.0303030303030303,6,240.35,4.09,11.96,2,0,11275,2255,"NN|VB",629.94,-0.63,0.97,52,NA,NA,0,0,0,NA,NA,NA,NA,NA,"change","alter",0.4949,"alter","change",0.633,"3.1E-2","2E-3","0",4,15,"4.26","V","15","240","3.06","V","alter","change",0.633,0.031,0.002,"4.26","3.06",15,240,0,0.393667
"alto.soprano","soprano","alto",4,1.35,1.85,8.67,2,2,4801,1600.33,"NN",759.21,-0.12,0.73,"category","",0.243,NA,15,0.76,653.21875,0.425988005501261,0.8125,894.387096774194,0.583187041035076,0.935483870967742,190.942540322581,1.27939886676498,0.0705645161290323,-104.645161290323,0.31396565602059,0.129032258064516,7,2.65,2.13,6.82,0,NA,10269,1711.5,"NN|JJ",699.52,-0.34,0.94,3,"alto","soprano",0.68155928398371,0.570290843738481,0.677173155377951,"NULL","NULL","NULL","0.243","null","soprano","alto",0.656284,"alto","soprano",0.243,"NULL","NULL","NULL",15,4,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"always.forever","forever","always",6,655.25,4.52,12.21,0,NA,4411,882.2,"RB",594.7,-0.69,0.97,"synonym","",0.378,0.27,6,0.48,612.848484848485,-0.393325834459818,1,636.354838709677,-0.202034852166311,0.967741935483871,75.6827651515151,0.282708509321406,0,26.3326612903226,0.0503697335080534,-0.001008064516129,7,88.8,3.66,9.94,0,NA,16429,2738.17,"RB|NN",655.06,-0.43,0.97,24,"always","forever",0.444959267888187,0.38139580772092,0.534135276306384,"0.387128963","NULL","NULL","0.378","0.27","always","forever",0.487377,"always","forever",0.378,"0.27","4.0000000000000001E-3","3.2199999999999999E-2",6,458,"2.4500000000000002","AD","14","39","1.95","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amaze.wonder","wonder","amaze",5,1.61,1.92,6.69,0,NA,3233,808.25,"VB",596.32,-0.7,1,"synonym","",0.137,0.185,16,0.13,737.96875,0.00815398151724834,0.96875,710.8125,-0.135372113192195,0.96875,-15.5,0.165244567691646,-0.03125,-61.375,0.114074173592698,-0.03125,6,116.98,3.78,10.86,5,0,15469,3093.8,"NN|VB",590.88,-0.68,0.97,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"wonder","amaze",0.791481,"amaze","wonder",0.137,"0.185","2E-3","2E-3",16,3,"NULL","V","14","67","1.94","N","amaze","wonder",0.137,0.185,0.002,"NULL","1.94",3,67,15.527468,0.107361
"ambition.goal","goal","ambition",8,5.35,2.44,7.14,0,NA,16059,2294.14,"NN",698.03,-0.35,0.97,"unclassifed","",0.23,0.013,18,0.3,640.58064516129,-0.277975204439092,0.967741935483871,651,-0.0088672976346296,1,-15.3931451612904,0.0482134790137091,0.030241935483871,37.78125,-0.143055658179951,0.03125,4,16.75,2.93,10.17,4,0,3845,1281.67,"NN",544.28,-0.79,0.97,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"goal","ambition",0.66987,"ambition","goal",0.23,"1.2999999999999999E-2","6.0000000000000001E-3","2.5000000000000001E-3",18,19,"3.21","N","21","60","3.4","N","ambition","goal",0.23,0.013,0.006,"3.21","3.4",19,60,9.821639,0.256463
"ambulance.emergency","emergency","ambulance",9,22.41,3.06,7.24,0,NA,11460,1432.5,"NN",863.5,0.01,1,"script","",0.174,0.13,18,0.76,656.40625,0.109676032543943,0.9375,757.612903225806,0.150906916125052,1,18.4375,-0.137422382898383,-0.0625,166.687096774193,0.839585221825399,0.1,9,54.43,3.44,9.5,1,0,15821,1977.63,"NN",693.97,-0.27,0.97,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ambulance","emergency",0.460134,"ambulance","emergency",0.174,"0.13","1.4E-2","2.1899999999999999E-2",18,6,"7","N","23","29","3.25","N","ambulance","emergency",0.174,0.13,0.014,"7","3.25",6,29,16.367684,0.689525
"american.flag","flag","american",8,102.22,3.72,11.69,1,0,19300,2757.14,"JJ|NN",643.67,-0.48,0.97,"fpa","",0.2,0.269,19,0.3,605.21875,-0.409869806878265,0.96875,622.060606060606,-0.293353871703072,0.939393939393939,63.46875,0.331966383589803,0,16.4242424242425,-0.0842669479082749,-0.0303030303030303,4,17.49,2.95,9.64,9,1,3276,1092,"NN|VB",533.7,-0.78,0.97,32,"american","flag",0.475332253060902,0.451442922944233,0.164877965111994,"0.332150443","13.598412","0.258827","0.2","0.269","american","flag",0.723269,"american","flag",0.2,"0.26900000000000002","0.01","0",19,569,"NULL","AJ","12","16","6.2","N","american","flag",0.2,0.269,0.01,"NULL","6.2",569,16,13.598412,0.258827
"ancestor.relative","relative","ancestor",8,1.69,1.94,7.6,0,NA,18687,2669.57,"NN",662.33,-0.43,0.97,"supraordinate","",0.196,0,18,0.08,692.40625,0.130594162929647,1,822.645161290323,0.308834706706301,1,-38.3417338709677,-0.101574511549535,0.032258064516129,-107.051411290323,0.0875262765881064,0.09375,8,7.78,2.6,9.81,0,NA,20027,2861,"JJ|NN",663.85,-0.56,1,19,"ancestor","relative",0.508427423273524,0.245234250382661,0.0815185254637208,"NULL","1.43493","0.049554","0.196","0","relative","ancestor",0.757903,"ancestor","relative",0.196,"0","4.0000000000000001E-3","1.0800000000000001E-2",18,7,"NULL","N","16","46","5.18","AJ","ancestor","relative",0.196,0,0.004,"NULL","5.18",7,46,1.43493,0.049554
"angel.heaven","heaven","angel",5,78.27,3.6,9.81,1,0,10347,2586.75,"NN",636.56,-0.61,1,"script","",0.327,0.05,14,0.41,545.709677419355,-0.591765219001845,0.967741935483871,606,-0.438820192245128,0.96969696969697,95.0090725806451,0.33936774151824,-0.032258064516129,40.9032258064516,0.611032024203869,-0.0303030303030303,6,56.61,3.46,9.7,3,0,9664,1932.8,"NN",613.09,-0.64,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"heaven","angel",0.541016,"angel","heaven",0.327,"0.05","8.9999999999999993E-3","1.0200000000000001E-2",14,18,"3.41","N","9","43","2.75","N","angel","heaven",0.327,0.05,0.009,"3.41","2.75",18,43,19.376841,0.333189
"angle.geometry","geometry","angle",5,14.92,2.88,9.27,2,0,11254,2813.5,"NN|VB",620.94,-0.61,0.97,"script","",0.179,0.081,16,0.45,681,0.321262929995166,0.967741935483871,952.161290322581,0.940640460602664,0.903225806451613,92.6969696969697,0.367474929226245,-0.032258064516129,-142.036290322581,-0.403608098092891,-0.0342741935483871,8,1.84,1.98,8.66,0,NA,8087,1155.29,"NN",745.45,-0.28,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"geometry","angle",0.748103,"angle","geometry",0.179,"8.1000000000000003E-2","1.2E-2","4.3900000000000002E-2",16,51,"5.19","V","11","9","3.33","N","angle","geometry",0.179,0.081,0.012,"5.19","3.33",51,9,16.609916,0.39743
"annihilate.destroy","destroy","annihilate",10,0.71,1.57,5.7,0,NA,18476,2052.89,"VB",1044.57,0.77,0.64,"synonym","",0.232,0.028,12,0.16,670.75,0.135974089419934,0.9375,777.548387096774,0.00759820582790435,1,-33.34375,-0.274203204272056,-0.0625,-89.4858870967742,-0.138133432002518,0.0625,7,47.18,3.38,9.77,0,NA,14625,2437.5,"VB",644.72,-0.49,0.97,41,"annihilate","destroy",0.0476327384448234,0,0,"NULL","6.329515","0.193154","0.232","0.028","destroy","annihilate",0.370353,"annihilate","destroy",0.232,"2.8000000000000001E-2","3.5999999999999997E-2","3.7999999999999999E-2",12,1,"NULL","V","24","48","3.63","V","annihilate","destroy",0.232,0.028,0.036,"NULL","3.63",1,48,6.329515,0.193154
"annoying.irritating","irritating","annoying",8,11.12,2.75,9.5,0,NA,15745,2249.29,"JJ|VB|NN",631.94,-0.44,1,"synonym","",0.086,0.257,24,0.16,814.193548387097,0.530748006922768,1,689.625,0.361932115194971,0.96875,116.618951612903,0.174039635815089,0.03125,121,0.41772185836605,0.0625,10,2.18,2.05,7.72,1,0,28102,3122.44,"JJ|VB",839.53,0.14,0.97,2,"annoying","irritating",0.188758368735683,0.0809498825223912,0.0961163314089687,"0.244560568","NULL","NULL","0.086","0.257","annoying","irritating",0.315339,"annoying","irritating",0.086,"0.25700000000000001","1E-3","1.8E-3",24,6,"NULL","AJ","16","4","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anteater.ant","ant","anteater",8,0.22,1.08,4.26,0,NA,27449,3921.29,"NN",952.94,0.97,0.5,"functional property","",0.29,0.017,9,0.14,705.78125,0.0582779540488374,1,652.424242424242,-0.180865727117002,0.939393939393939,-0.84375,0.398259844983217,0.09375,23.0132575757576,0.0307577983510794,-0.0293560606060606,3,5.35,2.44,7.93,7,6,6501,3250.5,"NN",592.87,-0.61,0.94,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ant","anteater",0.636113,"anteater","ant",0.29,"1.7000000000000001E-2","2.8000000000000001E-2","7.6E-3",9,1,"6.16","N","14","6","6","N","anteater","ant",0.29,0.017,0.028,"6.16","6",1,6,14.548629,0.125631
"antidote.cure","cure","antidote",8,4.33,2.35,6,0,NA,18012,2573.14,"NN",758.59,-0.03,0.85,"synonym","",0.192,0,10,0.14,675.375,0.0844607400659365,0.96875,661.393939393939,-0.0643623590238929,0.96969696969697,-9.34375,-0.020002340241026,0,13.1373106060606,-0.0986353778341356,-0.0303030303030303,4,20.84,3.03,9.05,11,5,6553,2184.33,"NN|VB",631.18,-0.53,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cure","antidote",0.533155,"antidote","cure",0.192,"0","3.7999999999999999E-2","1.8100000000000002E-2",10,2,"4.3","N","15","28","3.54","N","antidote","cure",0.192,0,0.038,"4.3","3.54",2,28,4.248503,0.160467
"antlers.deer","deer","antlers",7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"perceptual property","",0.645,0,6,0.66,603.161290322581,-0.257160108075024,1,616.727272727273,-0.336722392184134,1,31.4949596774194,-0.0410025141949585,0.03125,105.428977272727,0.362040802638335,0.03125,4,8.71,2.65,8.5,11,3,9633,3211,"NN",580.91,-0.73,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"deer","antlers",0.462926,"antlers","deer",0.645,"0","5.0000000000000001E-3","3.8999999999999998E-3",6,3,"NULL","N","18","13","3.96","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anxiety.nervous","nervous","anxiety",7,6.76,2.54,7.89,0,NA,6949,1158.17,"NN",608.7,-0.59,0.97,"","",0.127,0,19,0.18,707.515151515152,0.131796748566832,1,646.03125,-0.15748359571244,1,92.4223484848485,0.566731984528891,0.09375,15.0977822580645,0.421992134714612,0,7,67.16,3.53,8.81,0,NA,12053,2008.83,"JJ|NN",587.52,-0.64,0.97,32,"anxiety","nervous",0.175134643609694,0.110550667243922,0.151274396880344,"0.12857183","NULL","NULL","0.127","0","nervous","anxiety",0.607675,"anxiety","nervous",0.127,"0","1.6E-2","8.3999999999999995E-3",19,42,"1.63","N","19","24","3.3","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apathetic.sympathetic","sympathetic","apathetic",9,0.35,1.28,6.14,0,NA,17647,2205.88,"JJ",816.57,0.11,0.85,"antonym","",0.133,0.059,16,0.23,762.625,0.554200046259119,0.9375,853.90625,0.806628861797558,1,95.0113636363636,0.633424378325642,-0.00189393939393945,-47.96875,0.0475856928602045,0,11,3.8,2.29,7.81,0,NA,18021,1802.1,"JJ",838.16,0.02,0.94,2,"apathetic","sympathetic",0.291340926671239,0.257424228463258,0,"0.182158199","NULL","NULL","0.133","0.059","sympathetic","apathetic",0.810178,"apathetic","sympathetic",0.133,"5.8999999999999997E-2","1E-3","2.01E-2",16,1,"NULL","AJ","21","35","3.12","ADJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apathy.sympathy","sympathy","apathy",6,0.47,1.4,6.92,0,NA,7724,1544.8,"NN",654.1,-0.38,0.94,"antonym","",0.257,0.029,10,0.29,730.625,0.119351341300979,0.96875,723.529411764706,-0.0206761321599973,0.970588235294118,16.9879032258065,0.0823896376680337,-0.03125,45.8768382352941,0.491588276237968,0.00183823529411764,8,8.35,2.63,8.23,0,NA,8098,1156.86,"NN",669.5,-0.42,0.91,6,"apathy","sympathy",0.229880210892535,0.138732765049425,0.163475590826794,"NULL","9.958076","0.229074","0.257","0.029","sympathy","apathy",0.71359,"apathy","sympathy",0.257,"2.9000000000000001E-2","1.4999999999999999E-2","1.38E-2",10,3,"3.6","N","18","44","NULL","N","apathy","sympathy",0.257,0.029,0.015,"3.6","NULL",3,44,9.958076,0.229074
"appearance.looks","looks","appearance",10,11.59,2.77,9.47,0,NA,17445,1938.33,"NN",654.06,-0.46,0.97,"synonym","",0.427,0.103,16,0.29,636.193548387097,-0.357847656551403,1,634.212121212121,-0.190051350380062,1,13.0252016129032,0.401907342068741,0.0625,-48.3030303030304,-0.107676717483698,0.0303030303030303,5,311.49,4.2,11.17,7,1,2864,716,"VB|NN",586.48,-0.75,0.97,10,"appearance","looks",0.436888108999967,0.284979403549938,0.197285097980659,"NULL","NULL","NULL","0.427","0.103","looks","appearance",0.652241,"appearance","looks",0.427,"0.10299999999999999","0","1.41E-2",16,57,"3.4","N","19","78","3.74","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apple.red","red","apple",5,23.67,3.08,11.1,2,0,5572,1393,"NN",618.53,-0.83,0.97,"bpa","",0.208,0,17,0.27,547.09375,-0.463665050352145,0.9375,574.838709677419,-0.512095172199211,1,11.5836693548387,0.139844201681076,-0.030241935483871,34.2550403225806,0.123862993411653,0.0625,3,148.06,3.88,11.55,11,0,9027,4513.5,"JJ|NN",542.76,-0.86,0.97,141,NA,NA,0,0,0,NA,NA,NA,NA,NA,"red","apple",0.844431,"apple","red",0.208,"0","6.0000000000000001E-3","4.7999999999999996E-3",17,9,"7","V","14","197","4.97","N","apple","red",0.208,0,0.006,"7","4.97",9,197,16.724086,0.219541
"appliance.stove","stove","appliance",9,0.8,1.62,6.7,0,NA,12537,1567.13,"NN",697.38,-0.4,1,"script","",0.129,0,18,0.18,649.53125,-0.0945936760891263,0.90625,730.78125,-0.182015514160233,1,35.65625,0.489049129431784,-0.03125,3.57358870967744,0.00166976803413812,0,5,7.59,2.59,7.52,7,5,7373,1843.25,"NN",664.85,-0.55,1,16,"appliance","stove",0.266504622976263,0.0537757969487666,0.0972253087852724,"NULL","0.660047","0.166005","0.129","0","stove","appliance",0.622917,"appliance","stove",0.129,"0","1.7999999999999999E-2","1.44E-2",18,5,"6.45","N","11","15","5.75","N","appliance","stove",0.129,0,0.018,"6.45","5.75",5,15,0.660047,0.166005
