type,TargetWord,Prime,jcn,root,raw,affix,PLength,PSubFreq,PLogSubFreq,PLogHAL,POrthoN,PFreqGreater,PBGSum,PBGMean,PPOS,PELP LDT RT,PELP LDT Z,PELP LDT Acc,Relation1,Relation2,FAS,BAS,PCueFanOut,LSA,LDT 200ms RT,LDT 200ms Z,LDT 200ms Acc,LDT 1200ms RT,LDT 1200ms Z,LDT 1200ms Acc,LDT 200ms RT Priming,LDT 200ms Z Priming,LDT 200ms Acc Priming,LDT 1200ms RT Priming,LDT 1200ms Z Priming,LDT 1200ms Acc Priming,ELP NT RT,ELP NT Z,ELP NT Acc,NT 200ms RT,NT 200ms Z,NT 200ms Acc,NT 1200ms RT,NT 1200ms Z,NT 1200ms Acc,NT 200ms RT Priming,NT 200ms Z Priming,NT 200ms Acc Priming,NT 1200ms RT Priming,NT 1200ms Z Priming,NT 1200ms Acc Priming,TLength,TSubFreq,TLogSubFreq,TLogHAL,TOrthoN,TFreqGreater,TBGSum,TBGMean,TPOS,TELP_LDT_RT,TELP_LDT_Z,TELP_LDT_Acc,TTargetFanIn,combined, MSG, OSG, QSS, TSS,bow_cos,f_ldt_RT_ELP,f_ldt_Z_ELP,f_ldt_acc_ELP,f_name_RT_ELP,f_name_Z_ELP,f_name_acc_ELP,t_ldt_RT,t_ldt_Z,t_ldt_acc,t_name_RT,t_name_Z,t_name_acc,BEAGLE_RPs,BEAGLE_PMI,BEAGLEcosine,BEAGLEWIKININ,BEAGLEWIKICosine
first_assoc,stack,PILE,0,0.26,0.26,0.26,4,13.18,2.83,8.64,14,5,5669,1889.67,NN|VB,576.84,-0.71,0.94,synonym,,0.104,0.183,20,0.34,625.1875,0.003103151,0.96875,690.5625,-0.133578468,0.9375,72.20643939,0.219839732,-0.00094697,73.71875,0.263225794,0,585.41,-0.63,1,496.8275862,-0.224099312,1,544.9714286,-0.094336057,0.971428571,108.1724138,0.181118111,0,-15.15324675,0.111021473,-0.028571429,5,6.1,2.49,9.59,11,3,7848,1962,NN|VB,625.65,-0.56,0.91,6,,,,,,0.56173,576.84,-0.71,0.94,585.41,-0.63,1,625.65,-0.56,0.91,732.07,0.05,1,0.3605,2.2719,0.3061,356,0.1922
first_assoc,staff,FACULTY,0,0.33,0.33,0.31,7,4.86,2.4,9.18,0,,4657,776.17,NN,632.27,-0.5,1,supraordinate,,0.306,0.095,14,0.25,587.5454545,-0.431216431,0.939393939,599.7096774,-0.302826992,1,55.98579545,0.606036802,0.033143939,161.5715726,0.559096255,0,704.68,-0.16,1,574.92,0.083165251,1,477.7037037,-0.443670711,1,-33.25333333,-0.143010958,0,33.66666667,0.273086544,0,5,32,3.21,10.62,2,1,6077,1519.25,NN|VB,518.21,-0.86,0.97,6,,,,,,0.673021,632.27,-0.5,1,704.68,-0.16,1,518.21,-0.86,0.97,626.57,-0.36,1,0.3509,0.9828,0.2911,18,0.4258
first_assoc,stage,PHASE,0,0,0,0,5,12.33,2.8,9.73,1,0,5180,1295,NN|VB,617,-0.65,0.97,synonym,,0.24,0,22,0.21,727.28125,0.037189798,0.9375,642.84375,0.088394083,1,-47.92641129,-0.221612319,-0.0625,44.34375,0.01505412,0,611.3,-0.55,0.92,601.2941176,-0.063725175,1,507.4285714,-0.226103927,1,-39.90950226,0.339393851,0,22.54761905,0.050579818,0,5,45.57,3.37,10.33,6,1,7437,1859.25,NN|VB,603.59,-0.61,1,19,,,,,,0.659217,617,-0.65,0.97,611.3,-0.55,0.92,603.59,-0.61,1,665.61,-0.28,1,0.398,0.2167,0.2546,650,0.3365
first_assoc,stain,SPOT,0,0.08,0.08,0.1,4,61.57,3.5,9.86,7,1,2809,936.33,NN|VB,556.52,-0.78,0.97,unclassifed,,0.345,0.188,12,0.16,703.875,0.358733569,0.875,713.21875,0.237516349,0.96875,19.8125,0.17192765,-0.0625,96.28125,0.118722951,0,625.26,-0.36,0.96,478.6428571,-0.529892559,0.928571429,516.225,-0.145851091,1,134.3571429,0.478594265,0,25.69807692,0.47430902,0,5,6.2,2.5,7.48,5,2,13256,3314,NN|VB,630.32,-0.59,1,12,,,,,,0.747594,556.52,-0.78,0.97,625.26,-0.36,0.96,630.32,-0.59,1,657.4,-0.24,0.96,0.1183,0.1202,0.2178,5033,0.3737
first_assoc,stair,STEP,0,0,0,0,4,118.67,3.78,10.69,4,1,8634,2878,NN|VB,565,-0.73,1,category,,0.37,0.15,10,0.24,662.4375,-0.166994238,0.9375,746.9354839,0.314252861,0.935483871,104.75,0.523895543,-0.03125,24.83870968,-0.168583394,-0.032258065,673.33,-0.12,1,543.0333333,0.223252179,1,445.1578947,-0.459757024,1,2.61372549,-0.131560291,0.058823529,-15,-0.177334714,0,5,1.35,1.85,6.83,2,1,7170,1792.5,NN,704.03,-0.24,1,11,,,,,,0.778861,565,-0.73,1,673.33,-0.12,1,704.03,-0.24,1,695.54,-0.32,1,0.2476,1.1775,0.2387,2406,0.2228
first_assoc,stairs,STEPS,0,0.48,0.48,0.54,5,24.69,3.1,9.86,3,0,8940,2235,NN|VB,611.79,-0.63,0.97,category,,0.526,0.146,11,0.47,602.1212121,-0.375449722,1,659.21875,-0.274817812,0.96875,40.32323232,0.549010795,0.126984127,37.54315476,0.287482875,0.032242063,678.83,-0.11,1,487.4615385,-0.49202591,1,505.6944444,-0.158365194,1,97.92976589,0.700884582,0.014492754,98.75793651,0.365859959,0,6,23.76,3.08,8.63,1,0,8639,1727.8,NN,556.16,-0.65,0.94,12,,,,,,0.531942,611.79,-0.63,0.97,678.83,-0.11,1,556.16,-0.65,0.94,639.79,-0.31,1,0,1.027,0.4977,35,0.5314
first_assoc,stamp,POSTAGE,0,0.26,0.26,0.11,7,0.94,1.69,9.83,2,0,9357,1559.5,NN,771.7,-0.02,1,fpa,,0.74,0.029,6,0.45,570.0606061,-0.584733988,1,689.21875,-0.34043152,1,130.6490714,0.54421239,0.032258065,-3.642992424,0.563431298,0,687.37,-0.17,1,528.9787234,-0.159234478,1,587.4736842,0.102866914,1,8.559738134,-0.151180615,0,-98.04511278,-0.554221504,0,5,5.92,2.48,8.83,4,0,7265,1816.25,NN|VB,580.03,-0.67,1,17,,,,,,0.592631,771.7,-0.02,1,687.37,-0.17,1,580.03,-0.67,1,651.96,-0.23,1,0.0438,105.0666,0.215,11,0.787
first_assoc,staple,STAPLER,19.75,0.76,0.76,0.77,7,0.86,1.65,4.33,1,1,16670,2778.33,NN,665.76,-0.28,0.85,functional property,,0.447,0.065,9,0.12,670.84375,-0.275103267,1,738.3529412,0.020976354,1,51.6078629,0.299849771,0.064516129,-60.32169118,0.03089334,0.0625,721.57,-0.03,1,506.1351351,-0.091376727,1,572.5384615,0.318103353,0.846153846,6.634095634,0.067516856,0,7.485928705,0.286143036,-0.12945591,6,1.12,1.76,7.01,1,1,10508,2101.6,NN|VB,573.94,-0.66,0.97,5,,,,,,0.661409,665.76,-0.28,0.85,721.57,-0.03,1,573.94,-0.66,0.97,656.31,-0.26,0.93,0.061,55.1511,0.0593,6325,NA
first_assoc,star,TWINKLE,19.97,0.19,0.19,0.12,7,3.08,2.2,6.23,0,,11314,1885.67,NN|VB,666.82,-0.36,1,fpa,,0.662,0.026,8,0.52,653.1935484,-0.172710445,1,681.1875,0.026845154,0.96875,-9.709677419,-0.198358398,0,-79.8125,-0.257856942,0,667.18,-0.29,1,508.8928571,-0.166133098,1,499.9285714,-0.179943743,1,80.42714286,0.325992506,0,33.76839827,0.185086716,0.03030303,4,81.35,3.62,11.31,10,0,8407,2802.33,NN|VB,523.76,-0.9,0.97,56,,,,,,0.610282,666.82,-0.36,1,667.18,-0.29,1,523.76,-0.9,0.97,589.52,-0.51,1,0.1162,4.1712,0.232,180,0.4432
first_assoc,stare,GLARE,1.51,0.5,0.5,0.49,5,1.61,1.92,6.81,6,1,9962,2490.5,NN|VB,602.09,-0.64,0.94,category,,0.27,0.067,16,0.29,692.28125,-0.168138218,0.9375,836.1666667,0.259917222,0.933333333,-0.5,0.433062664,-0.03125,-76.57291667,0.101828114,0.058333333,617.15,-0.53,1,499.1904762,-0.328430088,1,527.34375,-0.26389787,0.9375,75.88644689,0.600265525,0.038461538,-48.42375,0.087080199,-0.0225,5,9.96,2.71,7.97,13,9,12949,3237.25,VB|NN,645.36,-0.5,0.97,8,,,,,,0.677544,602.09,-0.64,0.94,617.15,-0.53,1,645.36,-0.5,0.97,695,-0.2,1,0.4121,1.5174,0.2866,155,0.3485
first_assoc,start,FINISH,4.06,0.16,0.16,0.23,6,98.92,3.7,9.82,0,,13267,2653.4,VB|NN,617.59,-0.64,0.97,antonym,,0.284,0.397,8,0.4,577.0625,-0.608245039,1,580.5,-0.512344816,0.9375,40.11931818,0.22301817,0.03030303,33.9516129,0.230061719,-0.0625,572.85,-0.58,1,483.2727273,-0.465846427,1,473.3414634,-0.487325221,1,79.44727273,0.354053242,0.04,42.49186992,0.369085139,0,5,340.1,4.24,12.06,4,0,9410,2352.5,VB|NN,567.7,-0.82,0.97,25,,,,,,0.36191,617.59,-0.64,0.97,572.85,-0.58,1,567.7,-0.82,0.97,623.63,-0.46,1,0.3766,0.3139,0.4016,14,0.7134
first_assoc,state,GOVERNOR,12.67,0.11,0.11,0.06,8,26.84,3.14,8.72,0,,12991,1855.86,NN,819.37,-0.04,1,bpa,,0.212,0,13,0.46,584.15625,-0.299928984,1,648.2258065,-0.057669816,0.967741935,93.5,0.458912556,0.0625,16.90322581,0.022228423,0,624.45,-0.35,1,511.3,-0.312622688,1,556.8484848,0.00483202,1,12.18148148,0.382743638,0.074074074,-35.63419913,-0.30070959,0,5,107.84,3.74,12.2,7,0,14018,3504.5,NN|VB,631.22,-0.61,0.94,34,,,,,,0.625815,819.37,-0.04,1,624.45,-0.35,1,631.22,-0.61,0.94,659.25,-0.28,1,0.0294,0.3834,NA,NA,NA
first_assoc,states,UNITED,,0.08,0.08,0,6,50.27,3.41,11.32,0,,14429,2885.8,JJ|VB|NN,685.26,-0.35,0.89,fpa,,0.5,,9,0.96,646.5625,-0.08585877,1,745.8064516,-0.027324356,0.838709677,81.34375,0.475324089,0.125,34.4516129,0.672850756,-0.129032258,780.93,0.17,1,662.9285714,0.350806766,1,627.4090909,0.202550018,1,-79.80735931,-0.009658041,0.090909091,-55.20909091,0.153426079,0.05,6,54.1,3.44,11.64,6,0,18507,3701.4,NN|VB,599.82,-0.59,1,3,,,,,,0.406172,685.26,-0.35,0.89,780.93,0.17,1,599.82,-0.59,1,744.76,-0.07,1,0.0118,1.404,0.2041,1921,0.4136
first_assoc,station,SERVICE,12.77,0,0,0,7,79.92,3.61,12.05,1,0,13101,2183.5,NN|VB,619.09,-0.52,0.97,fpa,,0.262,0,13,0.34,670.3225806,0.221576249,1,791.4193548,0.340970229,0.967741935,-8.322580645,-0.253069723,0,-59.95060484,-0.155992478,-0.001008065,657.11,-0.28,1,541.969697,0.1891662,1,542.2857143,0.420660677,0.857142857,20.10722611,-0.373114803,0,66.79428571,-0.087783516,-0.102857143,7,79.08,3.61,10.55,0,,21514,3585.67,NN|VB,644.76,-0.46,0.97,14,,,,,,0.776967,619.09,-0.52,0.97,657.11,-0.28,1,644.76,-0.46,0.97,751,0.04,0.96,0.1109,0.3732,0.3473,1035,0.487
first_assoc,stay,REMAIN,0,0.39,0.39,0.21,6,33.22,3.23,10.11,2,0,15047,3009.4,VB,624.19,-0.52,0.97,synonym,,0.784,0.106,6,0.25,593.96875,-0.169965352,0.9375,708.3225806,-0.375578658,0.967741935,78.59375,0.189051344,0.03125,-80.32258065,0.336276511,0.092741935,624.56,-0.57,1,499.2857143,-0.281469255,1,489.3157895,-0.394469428,1,59.75,0.40920628,0,-51.7388664,-0.440035448,0,4,515.65,4.42,10.8,8,1,5865,1955,VB|NN,662.91,-0.62,0.97,21,,,,,,0.452594,624.19,-0.52,0.97,624.56,-0.57,1,662.91,-0.62,0.97,648.7,-0.36,1,0.3742,0.1033,0.4449,313,0.7652
first_assoc,steak,MEAT,4.51,0.12,0.12,0.11,4,43.65,3.35,9.61,13,5,7737,2579,NN,579.35,-0.75,1,script,,0.181,0.275,17,0.59,611.25,-0.352877563,1,617.28125,-0.318768913,0.96875,139.5564516,0.895793861,0.032258065,19.9375,0.183801043,-0.03125,583.62,-0.7,1,559.6111111,0.078883935,0.944444444,504.4193548,-0.106899282,1,38.97863248,0.339242458,-0.004273504,-30.01935484,-0.120392231,0,5,16.24,2.92,7.32,5,4,10106,2526.5,NN,582.67,-0.57,0.94,23,,,,,,0.473573,579.35,-0.75,1,583.62,-0.7,1,582.67,-0.57,0.94,720.93,-0.08,0.96,0.3371,9.8853,0.3619,81,0.5188
first_assoc,steal,THIEF,18.37,0.34,0.34,0.27,5,24.27,3.09,8.36,1,1,4109,1027.25,NN,586.94,-0.75,1,functional property,,0.388,0.089,11,0.6,643.46875,-0.219895249,1,628.40625,-0.236964415,1,86.90625,0.784986866,0.09375,130.1089015,0.316727797,0.03030303,608.12,-0.51,1,521.5,0.019224844,1,532,-0.309267089,1,13.875,-0.224280258,0,-3.735294118,0.187158945,0,5,53.33,3.43,9.33,4,1,12839,3209.75,VB|NN,588.62,-0.64,0.97,36,,,,,,0.391223,586.94,-0.75,1,608.12,-0.51,1,588.62,-0.64,0.97,706.5,-0.08,1,0.1305,3.5659,0.236,261,0.6177
first_assoc,steel,IRON,9.82,0.62,0.62,0.66,4,17.94,2.96,9.86,2,0,7573,2524.33,NN|VB|JJ,580.74,-0.65,1,category,,0.258,0.224,23,0.8,760.09375,-0.089872005,1,582.9032258,-0.345470733,1,-42.6875,0.358070671,0.0625,134.1905242,0.409266578,0.125,565.22,-0.67,0.96,478.76,-0.661087305,1,603.1428571,0.216404574,1,33.1447619,0.510901229,0,-76.8487395,-0.323459073,0,5,18.45,2.97,9.82,4,0,10564,2641,NN|VB,564.66,-0.84,0.97,16,,,,,,0.431138,580.74,-0.65,1,565.22,-0.67,0.96,564.66,-0.84,0.97,647.61,-0.19,1,0.2141,2.8868,0.7353,2,0.6738
first_assoc,stick,DRUM,12.83,0,0,0,4,8.47,2.64,9.02,2,1,1690,563.33,NN|VB,605.16,-0.53,1,fpa,,0.25,0,16,0.29,626.6666667,-0.247950919,1,679.03125,-0.252111296,1,81.75268817,0.154292186,0,44.51420455,0.725186262,0,651.85,-0.42,1,494.6842105,-0.454222606,1,504.5384615,0.118163818,1,39.64912281,0.420513845,0,65.46153846,0.127532207,0.024390244,5,97.12,3.69,10.25,6,1,11576,2894,NN|VB,606.15,-0.71,1,55,,,,,,0.70925,605.16,-0.53,1,651.85,-0.42,1,606.15,-0.71,1,705.7,-0.17,1,0.1233,1.0537,0.357,10,0.3893
first_assoc,sticky,HAIRSPRAY,,0.06,0.06,0.01,9,0.75,1.59,,0,,,,,,,,perceptual property,,0.241,0,19,,670.8125,0.157814337,1,638.9354839,0.061029756,0.967741935,60.65625,-0.161312246,0.03125,184.2520161,0.507768764,-0.001008065,,,,539.2631579,0.125296972,1,557.3703704,0.063872321,1,-44.54887218,-0.475335777,0,-63.32158988,-0.454650918,0,6,5.73,2.47,8.19,3,1,11669,2333.8,JJ,565.36,-0.6,1,21,,,,,,0.724183,NA,NA,NA,NA,NA,NA,565.36,-0.6,1,662.33,-0.21,1,0,0,NA,NA,0.1613
first_assoc,stiff,RIGID,,0.57,0.57,0.52,5,1.86,1.98,8.05,0,,5116,1279,JJ,694.94,-0.41,0.97,,,0.184,0.02,11,0.2,680.59375,-0.098283386,0.875,765.6333333,0.065746812,0.9,30.78125,0.832368092,0,-21.82083333,0.440246836,0.11875,619.33,-0.56,1,526.5384615,-0.057360299,1,538.125,0.063935492,1,25.2006689,-0.211977803,0,-3.337121212,-0.116702677,0,5,10.25,2.72,8.73,3,2,9248,2312,JJ|NN,639.45,-0.45,0.97,15,,,,,,0.565157,694.94,-0.41,0.97,619.33,-0.56,1,639.45,-0.45,0.97,659.85,-0.39,1,0.2136,1.649,0.2933,629,0.4242
first_assoc,still,MOTIONLESS,,0.48,0.48,0.3,10,0.33,1.26,6.24,0,,23360,2595.56,JJ,754.62,-0.14,0.97,synonym,,0.513,0.086,12,0.47,628.90625,-0.415985469,0.96875,719.9393939,0.122878877,1,-10.81534091,0.238084439,-0.03125,-68.03314394,-0.057412386,0,636.73,-0.43,1,557.2222222,-0.08062149,1,489.7380952,-0.383597184,1,-61.50793651,-0.297571546,0,2.811904762,0.190094627,0,5,788.73,4.6,12.8,6,0,11391,2847.75,RB|JJ|NN|VB,641.49,-0.49,1,15,,,,,,0.658237,754.62,-0.14,0.97,636.73,-0.43,1,641.49,-0.49,1,683.89,-0.15,1,0.369,0.1412,NA,NA,NA
first_assoc,sting,BEE,22.06,0,0,0,3,10.35,2.72,8.1,11,7,1728,864,NN,576.49,-0.65,1,fpa,,0.362,0.603,7,0.62,700.75,0.078904578,0.96875,672.75,-0.138176837,0.96875,-7.15625,0.422180945,0.125,125.9274194,0.435385552,0.097782258,601.54,-0.47,1,540.6470588,-0.114302089,1,522.4736842,0.05997893,1,67.4719888,0.572742851,0.023809524,24.90469417,-0.10193756,0.054054054,5,7.02,2.56,7.98,6,1,19156,4789,NN|VB,597.09,-0.54,1,8,,,,,,0.57841,576.49,-0.65,1,601.54,-0.47,1,597.09,-0.54,1,749.48,-0.12,0.96,0.0956,9.3891,0.1847,500,0.4664
first_assoc,stomach,INTESTINE,4.32,0.7,0.7,0.58,9,1.02,1.72,6.52,0,,36324,4540.5,NN,863.1,0.2,0.91,category,,0.311,0.05,18,0.89,672.7575758,0.113441788,0.96969697,675.4375,-0.076271259,0.96875,-23.96969697,-0.183768916,-0.03030303,-8.78125,-0.22870954,-0.03125,753.54,0,0.92,531.4666667,0.022521787,1,501.2,-0.151550826,1,26.48571429,0.02323711,0,18.28148148,0.087511474,0.037037037,7,33.82,3.24,8.95,0,,10809,1801.5,NN|VB,584.1,-0.66,0.91,22,,,,,,0.47562,863.1,0.2,0.91,753.54,0,0.92,584.1,-0.66,0.91,670.96,-0.22,1,0.0695,34.4089,0.5338,8,0.5534
first_assoc,stone,ROCK,0,0.57,0.57,0.65,4,86.16,3.64,10.7,12,0,3734,1244.67,NN|VB,543.88,-0.84,1,synonym,,0.269,0.629,13,0.15,671.1290323,-0.054756703,0.935483871,667.5625,-0.38451588,0.96875,-36.47278226,-0.274595959,-0.064516129,-13.0625,0.201466963,-0.03125,554.46,-0.71,1,540.962963,-0.508192447,0.962962963,528.8461538,-0.109228681,1,-21,0.377647628,-0.037037037,3.913846154,0.020806982,0,5,40.63,3.32,10.4,8,1,11812,2953,NN|VB,629.03,-0.62,0.97,35,,,,,,0.60217,543.88,-0.84,1,554.46,-0.71,1,629.03,-0.62,0.97,662.88,-0.24,1,0.2616,0.4796,0.4155,137,0.5155
first_assoc,stop,HALT,0,0,0,0,4,11.27,2.76,8.3,9,4,4580,1526.67,NN|VB,601.59,-0.71,0.94,synonym,,0.906,0.05,2,0.46,615.375,-0.180082714,0.96875,648.483871,-0.116513641,1,28.97983871,-0.081412097,-0.03125,5.047379032,-0.043297953,0,576.85,-0.6,1,511.7894737,-0.393210382,1,525.2105263,-0.309520114,0.973684211,41.44129555,0.497792239,0.076923077,-59.40100251,-0.302128775,-0.026315789,4,707.27,4.56,11.48,5,0,5682,1894,VB|NN,608.78,-0.62,1,94,,,,,,0.597325,601.59,-0.71,0.94,576.85,-0.6,1,608.78,-0.62,1,642.48,-0.4,1,0.2697,0.4624,0.3475,4,0.6663
first_assoc,storage,WAREHOUSE,3.35,0.15,0.15,0.2,9,9.98,2.71,8.41,0,,14672,1834,NN,717.76,-0.38,1,,,0.421,0.038,12,0.17,628.2666667,0.085321876,1,691.53125,0.014529562,0.96875,9.045833333,-0.172196521,0.03125,-24.78931452,-0.038566848,0.065524194,636.57,-0.41,1,696.2857143,0.406880618,1,479.0833333,-0.263120063,1,-159.8445378,-0.441048114,0,10.5530303,0.195273351,0,7,8.86,2.66,9.88,0,,12790,2131.67,NN,655.76,-0.53,1,16,,,,,,0.538207,717.76,-0.38,1,636.57,-0.41,1,655.76,-0.53,1,654.81,-0.23,1,0.1018,2.2774,0.208,339,0.5405
first_assoc,store,GROCERY,2.47,0.18,0.18,0.14,7,5.49,2.45,8.11,1,0,11968,1994.67,NN,666.31,-0.42,1,fpa,,0.425,0,9,0.82,537.84375,-0.55253892,1,738.0967742,-0.349670152,0.935483871,121.9627016,0.726553005,0,-0.225806452,0.592528939,-0.064516129,638.19,-0.42,1,508.6285714,-0.352119077,1,481.3181818,-0.359206653,1,24.62142857,-0.07963999,0,21.54545455,0.342542223,0,5,81.92,3.62,10.88,13,1,12227,3056.75,NN|VB,600.91,-0.56,1,63,,,,,,0.382308,666.31,-0.42,1,638.19,-0.42,1,600.91,-0.56,1,648,-0.33,1,0.1697,12.0017,0.5723,7,0.7435
first_assoc,storm,HURRICANE,2.36,0.28,0.28,0.29,9,8.76,2.65,8.49,0,,14949,1868.63,NN,674.74,-0.49,1,supraordinate,,0.227,0.042,12,0.81,648.2258065,-0.28380083,0.967741935,618.5454545,-0.254275441,0.96969697,37.96169355,0.446731735,-0.032258065,57.39204545,0.221315187,0.03219697,636.89,-0.43,1,566.0416667,-0.092733884,1,491.7804878,-0.287876798,0.951219512,-89.89880952,-0.456564127,0,40.06566604,0.055002985,-0.048780488,5,30.86,3.2,9.9,3,2,8268,2067,NN|VB,596.67,-0.66,1,24,,,,,,0.421329,674.74,-0.49,1,636.89,-0.43,1,596.67,-0.66,1,639.42,-0.24,1,0.2818,9.1175,0.4116,2,0.7209
first_assoc,story,LEGEND,2.96,0,0,0,6,17.16,2.94,9.51,0,,10639,2127.8,NN,609.06,-0.74,1,supraordinate,,0.148,0,19,0.37,600.28125,-0.405410108,1,638.1212121,-0.443422032,1,-38.03882576,-0.04896495,0,-10.24621212,0.294419354,0,626.43,-0.47,1,471.12,-0.60279082,1,556.5238095,-0.070216361,1,-2.739047619,0.081599862,0,-119.1391941,-0.459813325,0,5,220.78,4.05,11.48,4,0,8319,2079.75,NN,601.97,-0.77,0.97,46,,,,,,0.565899,609.06,-0.74,1,626.43,-0.47,1,601.97,-0.77,0.97,676.96,-0.31,1,0.2818,0.4195,0.4153,9,0.6479
first_assoc,stove,APPLIANCE,0.66,0,0,0,9,0.8,1.62,6.7,0,,12537,1567.13,NN,697.38,-0.4,1,script,,0.129,0,18,0.18,649.53125,-0.094593676,0.90625,730.78125,-0.182015514,1,35.65625,0.489049129,-0.03125,3.57358871,0.001669768,0,623.52,-0.5,1,565.2380952,-0.174442653,0.952380952,596.8461538,0.287544627,1,-29.78809524,-0.023309407,-0.047619048,-67.84615385,-0.392409762,0,5,7.59,2.59,7.52,7,5,7373,1843.25,NN,664.85,-0.55,1,16,,,,,,0.622917,697.38,-0.4,1,623.52,-0.5,1,664.85,-0.55,1,693.93,-0.05,1,0.0037,3.5919,0.1949,269,0.4191
first_assoc,straight,CURVE,3.51,0.43,0.43,0.35,5,4.61,2.37,8.98,3,0,4129,1032.25,NN|VB,676.12,-0.48,1,antonym,,0.285,0.081,20,0.29,654.0606061,-0.26023259,1,663.90625,0.00801381,1,31.00189394,0.194687601,0,91.625,0.198670297,0,653.22,-0.37,1,499.2380952,-0.492985999,1,555.1818182,0.257136456,1,36.73690476,0.466398825,0,23,-0.083331366,0.060606061,8,122.43,3.8,10.66,0,,10911,1558.71,JJ|NN,587.12,-0.65,1,37,,,,,,0.67597,676.12,-0.48,1,653.22,-0.37,1,587.12,-0.65,1,675.36,-0.2,1,0.2769,1.8789,0.2407,124,0.4262
first_assoc,strange,WEIRD,,0.44,0.44,0.36,5,101.1,3.71,9.69,1,0,2231,557.75,JJ|NN,674.76,-0.4,0.97,synonym,,0.312,0.426,15,0.49,651.09375,-0.120134604,0.96875,616.516129,-0.031271746,0.967741935,153.1965726,0.453959616,-0.03125,22.60887097,0.142466209,-0.001008065,610.25,-0.65,1,491.5,-0.358767149,1,497.952381,-0.192449416,1,5.919354839,-0.03916501,0,43.04761905,0.111739916,0,7,86.43,3.64,10.38,0,,16976,2829.33,JJ|NN,637.21,-0.56,1,25,,,,,,0.304041,674.76,-0.4,0.97,610.25,-0.65,1,637.21,-0.56,1,669.08,-0.18,1,0.3155,1.4135,0.4549,3,0.5729
first_assoc,strap,JOCK,15.49,0,0,0,4,8.96,2.66,6.85,10,7,1735,578.33,NN,625.79,-0.59,1,fpa,,0.154,0,14,0.14,729.8181818,0.315820263,1,716.03125,0.371680358,0.96875,70.14956012,0.261079931,0.064516129,53.09375,-0.033216055,0.09375,593.57,-0.61,1,521.9375,-0.147701703,1,500.65,-0.082565201,1,-1.556547619,-0.141165144,0,-51.92777778,-0.455449439,0,5,5.16,2.42,8.12,4,2,9236,2309,VB|JJ,631.19,-0.45,0.94,6,,,,,,0.760392,625.79,-0.59,1,593.57,-0.61,1,631.19,-0.45,0.94,666.07,-0.14,1,0.0628,5.6761,0.0179,NA,0.2847
first_assoc,straw,HUT,18.34,0,0,0,3,13.22,2.83,7.53,16,13,1232,616,NN,631.18,-0.64,1,bpa,,0.159,0,17,0.38,591.25,-0.051157256,0.96875,780.25,-0.146140478,1,77.4375,0.020745133,-0.03125,64.75,0.485902277,0,607.85,-0.5,0.93,543.6206897,-0.084167833,1,495.65,-0.086837384,1,-1.57523511,0.131496719,0,-14.73108108,-0.415115065,0,5,6.24,2.5,8.26,3,0,8589,2147.25,NN,662.62,-0.46,1,10,,,,,,0.823504,631.18,-0.64,1,607.85,-0.5,0.93,662.62,-0.46,1,648.69,-0.23,1,0.116,1.6081,0.2684,665,0.2838
first_assoc,strawberry,SHORTCAKE,18.04,0,0,0,9,0.51,1.43,4.45,0,,9517,1189.63,NN,718.12,-0.3,1,bpa,,0.621,0.106,9,,648.40625,-0.055290055,0.96875,737.5483871,-0.155936907,0.967741935,48.88407258,0.405847764,-0.03125,-80.3296371,0.120908361,0.030241935,706.93,-0.01,1,521.9142857,-0.124007311,1,502.4615385,-0.188912743,1,65.8952381,0.279030506,0,-4.211538462,0.064719221,0,10,5.53,2.45,7.39,0,,16853,1872.56,NN,783.09,-0.17,1,16,,,,,,0.411559,718.12,-0.3,1,706.93,-0.01,1,783.09,-0.17,1,683.79,-0.13,1,0,360.9009,NA,NA,NA
first_assoc,stream,BROOK,4.18,0.69,0.69,0.7,5,2.04,2.02,7.93,3,0,3873,968.25,NN|VB,731.83,-0.12,0.91,category,,0.462,0.077,6,0.46,659.8387097,-0.192985375,0.967741935,623.6969697,-0.150641369,1,21.58553275,0.226447773,-0.001955034,97.43206256,0.313165357,0.032258065,592.41,-0.53,1,551.1764706,-0.12525952,1,483.15,-0.340764853,1,-62.60504202,-0.141732848,0.028571429,41.92407407,0.136597787,0,6,8.04,2.61,9.36,2,0,12555,2511,NN|VB,627.78,-0.58,1,15,,,,,,0.612909,731.83,-0.12,0.91,592.41,-0.53,1,627.78,-0.58,1,687.46,-0.05,1,0.3098,1.7076,0.4596,2,0.5148
first_assoc,street,BOULEVARD,1.86,0.19,0.19,0.19,9,5.18,2.42,7.83,0,,11430,1428.75,NN,832.73,0.26,0.91,synonym,,0.587,0,9,0.57,691.15625,-0.045856846,0.90625,655.21875,-0.17817554,1,-28,-0.290787341,-0.09375,37.34007353,0.055067159,0.058823529,786.82,0.22,1,514.9166667,-0.467516009,1,521.0882353,-0.201482249,1,-47.875,-0.197543792,0,-1.088235294,-0.029948748,0,6,148.18,3.88,11.24,0,,12019,2403.8,NN,547,-0.73,1,40,,,,,,0.585944,832.73,0.26,0.91,786.82,0.22,1,547,-0.73,1,655.32,-0.29,1,0.2442,4.4095,0.2852,4,0.7464
